#date+time,013-atp
"01-01-2010 0000",NA
"01-01-2010 0100",NA
"01-01-2010 0200",NA
"01-01-2010 0300",NA
"01-01-2010 0400",NA
"01-01-2010 0500",NA
"01-01-2010 0600",NA
"01-01-2010 0700",NA
"01-01-2010 0800",NA
"01-01-2010 0900",NA
"01-01-2010 1000",NA
"01-01-2010 1100",NA
"01-01-2010 1200",NA
"01-01-2010 1300",NA
"01-01-2010 1400",NA
"01-01-2010 1500",NA
"01-01-2010 1600",NA
"01-01-2010 1700",NA
"01-01-2010 1800",NA
"01-01-2010 1900",NA
"01-01-2010 2000",NA
"01-01-2010 2100",NA
"01-01-2010 2200",NA
"01-01-2010 2300",NA
"01-02-2010 0000",NA
"01-02-2010 0100",NA
"01-02-2010 0200",NA
"01-02-2010 0300",NA
"01-02-2010 0400",NA
"01-02-2010 0500",NA
"01-02-2010 0600",NA
"01-02-2010 0700",NA
"01-02-2010 0800",NA
"01-02-2010 0900",NA
"01-02-2010 1000",NA
"01-02-2010 1100",NA
"01-02-2010 1200",NA
"01-02-2010 1300",NA
"01-02-2010 1400",NA
"01-02-2010 1500",NA
"01-02-2010 1600",NA
"01-02-2010 1700",NA
"01-02-2010 1800",NA
"01-02-2010 1900",NA
"01-02-2010 2000",NA
"01-02-2010 2100",NA
"01-02-2010 2200",NA
"01-02-2010 2300",NA
"01-03-2010 0000",NA
"01-03-2010 0100",NA
"01-03-2010 0200",NA
"01-03-2010 0300",NA
"01-03-2010 0400",NA
"01-03-2010 0500",NA
"01-03-2010 0600",NA
"01-03-2010 0700",NA
"01-03-2010 0800",NA
"01-03-2010 0900",NA
"01-03-2010 1000",NA
"01-03-2010 1100",NA
"01-03-2010 1200",NA
"01-03-2010 1300",NA
"01-03-2010 1400",NA
"01-03-2010 1500",NA
"01-03-2010 1600",NA
"01-03-2010 1700",NA
"01-03-2010 1800",NA
"01-03-2010 1900",NA
"01-03-2010 2000",NA
"01-03-2010 2100",NA
"01-03-2010 2200",NA
"01-03-2010 2300",NA
"01-04-2010 0000",NA
"01-04-2010 0100",NA
"01-04-2010 0200",NA
"01-04-2010 0300",NA
"01-04-2010 0400",NA
"01-04-2010 0500",NA
"01-04-2010 0600",NA
"01-04-2010 0700",NA
"01-04-2010 0800",NA
"01-04-2010 0900",NA
"01-04-2010 1000",NA
"01-04-2010 1100",NA
"01-04-2010 1200",NA
"01-04-2010 1300",NA
"01-04-2010 1400",NA
"01-04-2010 1500",NA
"01-04-2010 1600",NA
"01-04-2010 1700",NA
"01-04-2010 1800",NA
"01-04-2010 1900",NA
"01-04-2010 2000",NA
"01-04-2010 2100",NA
"01-04-2010 2200",NA
"01-04-2010 2300",NA
"01-05-2010 0000",NA
"01-05-2010 0100",NA
"01-05-2010 0200",NA
"01-05-2010 0300",NA
"01-05-2010 0400",NA
"01-05-2010 0500",NA
"01-05-2010 0600",NA
"01-05-2010 0700",NA
"01-05-2010 0800",NA
"01-05-2010 0900",NA
"01-05-2010 1000",NA
"01-05-2010 1100",NA
"01-05-2010 1200",NA
"01-05-2010 1300",NA
"01-05-2010 1400",NA
"01-05-2010 1500",NA
"01-05-2010 1600",NA
"01-05-2010 1700",NA
"01-05-2010 1800",NA
"01-05-2010 1900",NA
"01-05-2010 2000",NA
"01-05-2010 2100",NA
"01-05-2010 2200",NA
"01-05-2010 2300",NA
