#date+time,013-wtp
"04-04-2020 0600",NA
"04-04-2020 0700",NA
"04-04-2020 0800",NA
"04-04-2020 0900",NA
"04-04-2020 1000",NA
"04-04-2020 1100",NA
"04-04-2020 1200",NA
"04-04-2020 1300",NA
"04-04-2020 1400",NA
"04-04-2020 1500",NA
"04-04-2020 1600",NA
"04-04-2020 1700",NA
"04-04-2020 1800",NA
"04-04-2020 1900",NA
"04-04-2020 2000",NA
"04-04-2020 2100",NA
"04-04-2020 2200",NA
"04-04-2020 2300",NA
"04-05-2020 0000",NA
"04-05-2020 0100",NA
"04-05-2020 0200",NA
"04-05-2020 0300",NA
"04-05-2020 0400",NA
"04-05-2020 0500",NA
"04-05-2020 0600",NA
"04-05-2020 0700",NA
"04-05-2020 0800",NA
"04-05-2020 0900",NA
"04-05-2020 1000",NA
"04-05-2020 1100",NA
"04-05-2020 1200",NA
"04-05-2020 1300",NA
"04-05-2020 1400",NA
"04-05-2020 1500",NA
"04-05-2020 1600",NA
"04-05-2020 1700",NA
"04-05-2020 1800",NA
"04-05-2020 1900",NA
"04-05-2020 2000",NA
"04-05-2020 2100",NA
"04-05-2020 2200",NA
"04-05-2020 2300",NA
"04-06-2020 0000",NA
"04-06-2020 0100",NA
"04-06-2020 0200",NA
"04-06-2020 0300",NA
"04-06-2020 0400",NA
"04-06-2020 0500",NA
"04-06-2020 0600",NA
"04-06-2020 0700",NA
"04-06-2020 0800",NA
"04-06-2020 0900",NA
"04-06-2020 1000",NA
"04-06-2020 1100",NA
"04-06-2020 1200",NA
"04-06-2020 1300",NA
"04-06-2020 1400",NA
"04-06-2020 1500",NA
"04-06-2020 1600",NA
"04-06-2020 1700",NA
"04-06-2020 1800",NA
"04-06-2020 1900",NA
"04-06-2020 2000",NA
"04-06-2020 2100",NA
"04-06-2020 2200",NA
"04-06-2020 2300",NA
"04-07-2020 0000",NA
"04-07-2020 0100",NA
"04-07-2020 0200",NA
"04-07-2020 0300",NA
"04-07-2020 0400",NA
"04-07-2020 0500",NA
"04-07-2020 0600",NA
"04-07-2020 0700",NA
"04-07-2020 0800",NA
"04-07-2020 0900",NA
"04-07-2020 1000",NA
"04-07-2020 1100",NA
"04-07-2020 1200",NA
"04-07-2020 1300",NA
"04-07-2020 1400",NA
"04-07-2020 1500",NA
"04-07-2020 1600",NA
"04-07-2020 1700",NA
"04-07-2020 1800",NA
"04-07-2020 1900",NA
"04-07-2020 2000",NA
"04-07-2020 2100",NA
"04-07-2020 2200",NA
"04-07-2020 2300",NA
"04-08-2020 0000",NA
"04-08-2020 0100",NA
"04-08-2020 0200",NA
"04-08-2020 0300",NA
"04-08-2020 0400",NA
"04-08-2020 0500",NA
"04-08-2020 0600",NA
"04-08-2020 0700",NA
"04-08-2020 0800",NA
"04-08-2020 0900",NA
"04-08-2020 1000",NA
"04-08-2020 1100",NA
"04-08-2020 1200",NA
"04-08-2020 1300",NA
"04-08-2020 1400",NA
"04-08-2020 1500",NA
"04-08-2020 1600",NA
"04-08-2020 1700",NA
"04-08-2020 1800",NA
"04-08-2020 1900",NA
"04-08-2020 2000",NA
"04-08-2020 2100",NA
"04-08-2020 2200",NA
"04-08-2020 2300",NA
"04-09-2020 0000",NA
"04-09-2020 0100",NA
"04-09-2020 0200",NA
"04-09-2020 0300",NA
"04-09-2020 0400",NA
"04-09-2020 0500",NA
"04-09-2020 0600",NA
"04-09-2020 0700",NA
"04-09-2020 0800",NA
"04-09-2020 0900",NA
"04-09-2020 1000",NA
"04-09-2020 1100",NA
"04-09-2020 1200",NA
"04-09-2020 1300",NA
"04-09-2020 1400",NA
"04-09-2020 1500",NA
"04-09-2020 1600",NA
"04-09-2020 1700",NA
"04-09-2020 1800",NA
"04-09-2020 1900",NA
"04-09-2020 2000",NA
"04-09-2020 2100",NA
"04-09-2020 2200",NA
"04-09-2020 2300",NA
"04-10-2020 0000",NA
"04-10-2020 0100",NA
"04-10-2020 0200",NA
"04-10-2020 0300",NA
"04-10-2020 0400",NA
"04-10-2020 0500",NA
"04-10-2020 0600",NA
"04-10-2020 0700",NA
"04-10-2020 0800",NA
"04-10-2020 0900",NA
"04-10-2020 1000",NA
"04-10-2020 1100",NA
"04-10-2020 1200",NA
"04-10-2020 1300",NA
"04-10-2020 1400",NA
"04-10-2020 1500",NA
"04-10-2020 1600",NA
"04-10-2020 1700",NA
"04-10-2020 1800",NA
"04-10-2020 1900",NA
"04-10-2020 2000",NA
"04-10-2020 2100",NA
"04-10-2020 2200",NA
"04-10-2020 2300",NA
"04-11-2020 0000",NA
"04-11-2020 0100",NA
"04-11-2020 0200",NA
"04-11-2020 0300",NA
"04-11-2020 0400",NA
"04-11-2020 0500",NA
"04-11-2020 0600",NA
"04-11-2020 0700",NA
"04-11-2020 0800",NA
"04-11-2020 0900",NA
"04-11-2020 1000",NA
"04-11-2020 1100",NA
"04-11-2020 1200",NA
"04-11-2020 1300",NA
"04-11-2020 1400",NA
"04-11-2020 1500",NA
"04-11-2020 1600",NA
"04-11-2020 1700",NA
"04-11-2020 1800",NA
"04-11-2020 1900",NA
"04-11-2020 2000",NA
"04-11-2020 2100",NA
"04-11-2020 2200",NA
"04-11-2020 2300",NA
"04-12-2020 0000",NA
"04-12-2020 0100",NA
"04-12-2020 0200",NA
"04-12-2020 0300",NA
"04-12-2020 0400",NA
"04-12-2020 0500",NA
"04-12-2020 0600",NA
"04-12-2020 0700",NA
"04-12-2020 0800",NA
"04-12-2020 0900",NA
"04-12-2020 1000",NA
"04-12-2020 1100",NA
"04-12-2020 1200",NA
"04-12-2020 1300",NA
"04-12-2020 1400",NA
"04-12-2020 1500",NA
"04-12-2020 1600",NA
"04-12-2020 1700",NA
"04-12-2020 1800",NA
"04-12-2020 1900",NA
"04-12-2020 2000",NA
"04-12-2020 2100",NA
"04-12-2020 2200",NA
"04-12-2020 2300",NA
"04-13-2020 0000",NA
"04-13-2020 0100",NA
"04-13-2020 0200",NA
"04-13-2020 0300",NA
"04-13-2020 0400",NA
"04-13-2020 0500",NA
"04-13-2020 0600",NA
"04-13-2020 0700",NA
"04-13-2020 0800",NA
"04-13-2020 0900",NA
"04-13-2020 1000",NA
"04-13-2020 1100",NA
"04-13-2020 1200",NA
"04-13-2020 1300",NA
"04-13-2020 1400",NA
"04-13-2020 1500",NA
"04-13-2020 1600",NA
"04-13-2020 1700",NA
"04-13-2020 1800",NA
"04-13-2020 1900",NA
"04-13-2020 2000",NA
"04-13-2020 2100",NA
"04-13-2020 2200",NA
"04-13-2020 2300",NA
"04-14-2020 0000",NA
"04-14-2020 0100",NA
"04-14-2020 0200",NA
"04-14-2020 0300",NA
"04-14-2020 0400",NA
"04-14-2020 0500",NA
"04-14-2020 0600",NA
"04-14-2020 0700",NA
"04-14-2020 0800",NA
"04-14-2020 0900",NA
"04-14-2020 1000",NA
"04-14-2020 1100",NA
"04-14-2020 1200",NA
"04-14-2020 1300",NA
"04-14-2020 1400",NA
"04-14-2020 1500",NA
"04-14-2020 1600",NA
"04-14-2020 1700",NA
"04-14-2020 1800",NA
"04-14-2020 1900",NA
"04-14-2020 2000",NA
"04-14-2020 2100",NA
"04-14-2020 2200",NA
"04-14-2020 2300",NA
"04-15-2020 0000",NA
"04-15-2020 0100",NA
"04-15-2020 0200",NA
"04-15-2020 0300",NA
"04-15-2020 0400",NA
"04-15-2020 0500",NA
"04-15-2020 0600",NA
"04-15-2020 0700",NA
"04-15-2020 0800",NA
"04-15-2020 0900",NA
"04-15-2020 1000",NA
"04-15-2020 1100",NA
"04-15-2020 1200",NA
"04-15-2020 1300",NA
"04-15-2020 1400",NA
"04-15-2020 1500",NA
"04-15-2020 1600",NA
"04-15-2020 1700",NA
"04-15-2020 1800",NA
"04-15-2020 1900",NA
"04-15-2020 2000",NA
"04-15-2020 2100",NA
"04-15-2020 2200",NA
"04-15-2020 2300",NA
"04-16-2020 0000",NA
"04-16-2020 0100",NA
"04-16-2020 0200",NA
"04-16-2020 0300",NA
"04-16-2020 0400",NA
"04-16-2020 0500",NA
"04-16-2020 0600",NA
"04-16-2020 0700",NA
"04-16-2020 0800",NA
"04-16-2020 0900",NA
"04-16-2020 1000",NA
"04-16-2020 1100",NA
"04-16-2020 1200",NA
"04-16-2020 1300",NA
"04-16-2020 1400",NA
"04-16-2020 1500",NA
"04-16-2020 1600",NA
"04-16-2020 1700",NA
"04-16-2020 1800",NA
"04-16-2020 1900",NA
"04-16-2020 2000",NA
"04-16-2020 2100",NA
"04-16-2020 2200",NA
"04-16-2020 2300",NA
"04-17-2020 0000",NA
"04-17-2020 0100",NA
"04-17-2020 0200",NA
"04-17-2020 0300",NA
"04-17-2020 0400",NA
"04-17-2020 0500",NA
"04-17-2020 0600",NA
"04-17-2020 0700",NA
"04-17-2020 0800",NA
"04-17-2020 0900",NA
"04-17-2020 1000",NA
"04-17-2020 1100",NA
"04-17-2020 1200",NA
"04-17-2020 1300",NA
"04-17-2020 1400",NA
"04-17-2020 1500",NA
"04-17-2020 1600",NA
"04-17-2020 1700",NA
"04-17-2020 1800",NA
"04-17-2020 1900",NA
"04-17-2020 2000",NA
"04-17-2020 2100",NA
"04-17-2020 2200",NA
"04-17-2020 2300",NA
"04-18-2020 0000",NA
"04-18-2020 0100",NA
"04-18-2020 0200",NA
"04-18-2020 0300",NA
"04-18-2020 0400",NA
"04-18-2020 0500",NA
"04-18-2020 0600",NA
"04-18-2020 0700",NA
"04-18-2020 0800",NA
"04-18-2020 0900",NA
"04-18-2020 1000",NA
"04-18-2020 1100",NA
"04-18-2020 1200",NA
"04-18-2020 1300",NA
"04-18-2020 1400",NA
"04-18-2020 1500",NA
"04-18-2020 1600",NA
"04-18-2020 1700",NA
"04-18-2020 1800",NA
"04-18-2020 1900",NA
"04-18-2020 2000",NA
"04-18-2020 2100",NA
"04-18-2020 2200",NA
"04-18-2020 2300",NA
"04-19-2020 0000",NA
"04-19-2020 0100",NA
"04-19-2020 0200",NA
"04-19-2020 0300",NA
"04-19-2020 0400",NA
"04-19-2020 0500",NA
"04-19-2020 0600",NA
"04-19-2020 0700",NA
"04-19-2020 0800",NA
"04-19-2020 0900",NA
"04-19-2020 1000",NA
"04-19-2020 1100",NA
"04-19-2020 1200",NA
"04-19-2020 1300",NA
"04-19-2020 1400",NA
"04-19-2020 1500",NA
"04-19-2020 1600",NA
"04-19-2020 1700",NA
"04-19-2020 1800",NA
"04-19-2020 1900",NA
"04-19-2020 2000",NA
"04-19-2020 2100",NA
"04-19-2020 2200",NA
"04-19-2020 2300",NA
"04-20-2020 0000",NA
"04-20-2020 0100",NA
"04-20-2020 0200",NA
"04-20-2020 0300",NA
"04-20-2020 0400",NA
"04-20-2020 0500",NA
"04-20-2020 0600",NA
"04-20-2020 0700",NA
"04-20-2020 0800",NA
"04-20-2020 0900",NA
"04-20-2020 1000",NA
"04-20-2020 1100",NA
"04-20-2020 1200",NA
"04-20-2020 1300",NA
"04-20-2020 1400",NA
"04-20-2020 1500",NA
"04-20-2020 1600",NA
"04-20-2020 1700",NA
"04-20-2020 1800",NA
"04-20-2020 1900",NA
"04-20-2020 2000",NA
"04-20-2020 2100",NA
"04-20-2020 2200",NA
"04-20-2020 2300",NA
"04-21-2020 0000",NA
"04-21-2020 0100",NA
"04-21-2020 0200",NA
"04-21-2020 0300",NA
"04-21-2020 0400",NA
"04-21-2020 0500",NA
"04-21-2020 0600",NA
"04-21-2020 0700",NA
"04-21-2020 0800",NA
"04-21-2020 0900",NA
"04-21-2020 1000",NA
"04-21-2020 1100",NA
"04-21-2020 1200",NA
"04-21-2020 1300",NA
"04-21-2020 1400",NA
"04-21-2020 1500",NA
"04-21-2020 1600",NA
"04-21-2020 1700",NA
"04-21-2020 1800",NA
"04-21-2020 1900",NA
"04-21-2020 2000",NA
"04-21-2020 2100",NA
"04-21-2020 2200",NA
"04-21-2020 2300",NA
"04-22-2020 0000",NA
"04-22-2020 0100",NA
"04-22-2020 0200",NA
"04-22-2020 0300",NA
"04-22-2020 0400",NA
"04-22-2020 0500",NA
"04-22-2020 0600",NA
"04-22-2020 0700",NA
"04-22-2020 0800",NA
"04-22-2020 0900",NA
"04-22-2020 1000",NA
"04-22-2020 1100",NA
"04-22-2020 1200",NA
"04-22-2020 1300",NA
"04-22-2020 1400",NA
"04-22-2020 1500",NA
"04-22-2020 1600",NA
"04-22-2020 1700",NA
"04-22-2020 1800",NA
"04-22-2020 1900",NA
"04-22-2020 2000",NA
"04-22-2020 2100",NA
"04-22-2020 2200",NA
"04-22-2020 2300",NA
"04-23-2020 0000",NA
"04-23-2020 0100",NA
"04-23-2020 0200",NA
"04-23-2020 0300",NA
"04-23-2020 0400",NA
"04-23-2020 0500",NA
"04-23-2020 0600",NA
"04-23-2020 0700",NA
"04-23-2020 0800",NA
"04-23-2020 0900",NA
"04-23-2020 1000",NA
"04-23-2020 1100",NA
"04-23-2020 1200",NA
"04-23-2020 1300",NA
"04-23-2020 1400",NA
"04-23-2020 1500",NA
"04-23-2020 1600",NA
"04-23-2020 1700",NA
"04-23-2020 1800",NA
"04-23-2020 1900",NA
"04-23-2020 2000",NA
"04-23-2020 2100",NA
"04-23-2020 2200",NA
"04-23-2020 2300",NA
"04-24-2020 0000",NA
"04-24-2020 0100",NA
"04-24-2020 0200",NA
"04-24-2020 0300",NA
"04-24-2020 0400",NA
"04-24-2020 0500",NA
"04-24-2020 0600",NA
"04-24-2020 0700",NA
"04-24-2020 0800",NA
"04-24-2020 0900",NA
"04-24-2020 1000",NA
"04-24-2020 1100",NA
"04-24-2020 1200",NA
"04-24-2020 1300",NA
"04-24-2020 1400",NA
"04-24-2020 1500",NA
"04-24-2020 1600",NA
"04-24-2020 1700",NA
"04-24-2020 1800",NA
"04-24-2020 1900",NA
"04-24-2020 2000",NA
"04-24-2020 2100",NA
"04-24-2020 2200",NA
"04-24-2020 2300",NA
"04-25-2020 0000",NA
"04-25-2020 0100",NA
"04-25-2020 0200",NA
"04-25-2020 0300",NA
"04-25-2020 0400",NA
"04-25-2020 0500",NA
"04-25-2020 0600",NA
"04-25-2020 0700",NA
"04-25-2020 0800",NA
"04-25-2020 0900",NA
"04-25-2020 1000",NA
"04-25-2020 1100",NA
"04-25-2020 1200",NA
"04-25-2020 1300",NA
"04-25-2020 1400",NA
"04-25-2020 1500",NA
"04-25-2020 1600",NA
"04-25-2020 1700",NA
"04-25-2020 1800",NA
"04-25-2020 1900",NA
"04-25-2020 2000",NA
"04-25-2020 2100",NA
"04-25-2020 2200",NA
"04-25-2020 2300",NA
"04-26-2020 0000",NA
"04-26-2020 0100",NA
"04-26-2020 0200",NA
"04-26-2020 0300",NA
"04-26-2020 0400",NA
"04-26-2020 0500",NA
"04-26-2020 0600",NA
"04-26-2020 0700",NA
"04-26-2020 0800",NA
"04-26-2020 0900",NA
"04-26-2020 1000",NA
"04-26-2020 1100",NA
"04-26-2020 1200",NA
"04-26-2020 1300",NA
"04-26-2020 1400",NA
"04-26-2020 1500",NA
"04-26-2020 1600",NA
"04-26-2020 1700",NA
"04-26-2020 1800",NA
"04-26-2020 1900",NA
"04-26-2020 2000",NA
"04-26-2020 2100",NA
"04-26-2020 2200",NA
"04-26-2020 2300",NA
"04-27-2020 0000",NA
"04-27-2020 0100",NA
"04-27-2020 0200",NA
"04-27-2020 0300",NA
"04-27-2020 0400",NA
"04-27-2020 0500",NA
"04-27-2020 0600",NA
"04-27-2020 0700",NA
"04-27-2020 0800",NA
"04-27-2020 0900",NA
"04-27-2020 1000",NA
"04-27-2020 1100",NA
"04-27-2020 1200",NA
"04-27-2020 1300",NA
"04-27-2020 1400",NA
"04-27-2020 1500",NA
"04-27-2020 1600",NA
"04-27-2020 1700",NA
"04-27-2020 1800",NA
"04-27-2020 1900",NA
"04-27-2020 2000",NA
"04-27-2020 2100",NA
"04-27-2020 2200",NA
"04-27-2020 2300",NA
"04-28-2020 0000",NA
"04-28-2020 0100",NA
"04-28-2020 0200",NA
"04-28-2020 0300",NA
"04-28-2020 0400",NA
"04-28-2020 0500",NA
"04-28-2020 0600",NA
"04-28-2020 0700",NA
"04-28-2020 0800",NA
"04-28-2020 0900",NA
"04-28-2020 1000",NA
"04-28-2020 1100",NA
"04-28-2020 1200",NA
"04-28-2020 1300",NA
"04-28-2020 1400",NA
"04-28-2020 1500",NA
"04-28-2020 1600",NA
"04-28-2020 1700",NA
"04-28-2020 1800",NA
"04-28-2020 1900",NA
"04-28-2020 2000",NA
"04-28-2020 2100",NA
"04-28-2020 2200",NA
"04-28-2020 2300",NA
"04-29-2020 0000",NA
"04-29-2020 0100",NA
"04-29-2020 0200",NA
"04-29-2020 0300",NA
"04-29-2020 0400",NA
"04-29-2020 0500",NA
"04-29-2020 0600",NA
"04-29-2020 0700",NA
"04-29-2020 0800",NA
"04-29-2020 0900",NA
"04-29-2020 1000",NA
"04-29-2020 1100",NA
"04-29-2020 1200",NA
"04-29-2020 1300",NA
"04-29-2020 1400",NA
"04-29-2020 1500",NA
"04-29-2020 1600",NA
"04-29-2020 1700",NA
"04-29-2020 1800",NA
"04-29-2020 1900",NA
"04-29-2020 2000",NA
"04-29-2020 2100",NA
"04-29-2020 2200",NA
"04-29-2020 2300",NA
"04-30-2020 0000",NA
"04-30-2020 0100",NA
"04-30-2020 0200",NA
"04-30-2020 0300",NA
"04-30-2020 0400",NA
"04-30-2020 0500",NA
"04-30-2020 0600",NA
"04-30-2020 0700",NA
"04-30-2020 0800",NA
"04-30-2020 0900",NA
"04-30-2020 1000",NA
"04-30-2020 1100",NA
"04-30-2020 1200",NA
"04-30-2020 1300",NA
"04-30-2020 1400",NA
"04-30-2020 1500",NA
"04-30-2020 1600",NA
"04-30-2020 1700",NA
"04-30-2020 1800",NA
"04-30-2020 1900",NA
"04-30-2020 2000",NA
"04-30-2020 2100",NA
"04-30-2020 2200",NA
"04-30-2020 2300",NA
"05-01-2020 0000",NA
"05-01-2020 0100",NA
"05-01-2020 0200",NA
"05-01-2020 0300",NA
"05-01-2020 0400",NA
"05-01-2020 0500",NA
"05-01-2020 0600",NA
"05-01-2020 0700",NA
"05-01-2020 0800",NA
"05-01-2020 0900",NA
"05-01-2020 1000",NA
"05-01-2020 1100",NA
"05-01-2020 1200",NA
"05-01-2020 1300",NA
"05-01-2020 1400",NA
"05-01-2020 1500",NA
"05-01-2020 1600",NA
"05-01-2020 1700",NA
"05-01-2020 1800",NA
"05-01-2020 1900",NA
"05-01-2020 2000",NA
"05-01-2020 2100",NA
"05-01-2020 2200",NA
"05-01-2020 2300",NA
"05-02-2020 0000",NA
"05-02-2020 0100",NA
"05-02-2020 0200",NA
"05-02-2020 0300",NA
"05-02-2020 0400",NA
"05-02-2020 0500",NA
"05-02-2020 0600",NA
"05-02-2020 0700",NA
"05-02-2020 0800",NA
"05-02-2020 0900",NA
"05-02-2020 1000",NA
"05-02-2020 1100",NA
"05-02-2020 1200",NA
"05-02-2020 1300",NA
"05-02-2020 1400",NA
"05-02-2020 1500",NA
"05-02-2020 1600",NA
"05-02-2020 1700",NA
"05-02-2020 1800",NA
"05-02-2020 1900",NA
"05-02-2020 2000",NA
"05-02-2020 2100",NA
"05-02-2020 2200",NA
"05-02-2020 2300",NA
"05-03-2020 0000",NA
"05-03-2020 0100",NA
"05-03-2020 0200",NA
"05-03-2020 0300",NA
"05-03-2020 0400",NA
"05-03-2020 0500",NA
"05-03-2020 0600",NA
"05-03-2020 0700",NA
"05-03-2020 0800",NA
"05-03-2020 0900",NA
"05-03-2020 1000",NA
"05-03-2020 1100",NA
"05-03-2020 1200",NA
"05-03-2020 1300",NA
"05-03-2020 1400",NA
"05-03-2020 1500",NA
"05-03-2020 1600",NA
"05-03-2020 1700",NA
"05-03-2020 1800",NA
"05-03-2020 1900",NA
"05-03-2020 2000",NA
"05-03-2020 2100",NA
"05-03-2020 2200",NA
"05-03-2020 2300",NA
"05-04-2020 0000",NA
"05-04-2020 0100",NA
"05-04-2020 0200",NA
"05-04-2020 0300",NA
"05-04-2020 0400",NA
"05-04-2020 0500",NA
"05-04-2020 0600",NA
"05-04-2020 0700",NA
"05-04-2020 0800",NA
"05-04-2020 0900",NA
"05-04-2020 1000",NA
"05-04-2020 1100",NA
"05-04-2020 1200",NA
"05-04-2020 1300",NA
"05-04-2020 1400",NA
"05-04-2020 1500",NA
"05-04-2020 1600",NA
"05-04-2020 1700",NA
"05-04-2020 1800",NA
"05-04-2020 1900",NA
"05-04-2020 2000",NA
"05-04-2020 2100",NA
"05-04-2020 2200",NA
"05-04-2020 2300",NA
"05-05-2020 0000",NA
"05-05-2020 0100",NA
"05-05-2020 0200",NA
"05-05-2020 0300",NA
"05-05-2020 0400",NA
"05-05-2020 0500",NA
"05-05-2020 0600",NA
"05-05-2020 0700",NA
"05-05-2020 0800",NA
"05-05-2020 0900",NA
"05-05-2020 1000",NA
"05-05-2020 1100",NA
"05-05-2020 1200",NA
"05-05-2020 1300",NA
"05-05-2020 1400",NA
"05-05-2020 1500",NA
"05-05-2020 1600",NA
"05-05-2020 1700",NA
"05-05-2020 1800",NA
"05-05-2020 1900",NA
"05-05-2020 2000",NA
"05-05-2020 2100",NA
"05-05-2020 2200",NA
"05-05-2020 2300",NA
"05-06-2020 0000",NA
"05-06-2020 0100",NA
"05-06-2020 0200",NA
"05-06-2020 0300",NA
"05-06-2020 0400",NA
"05-06-2020 0500",NA
"05-06-2020 0600",NA
"05-06-2020 0700",NA
"05-06-2020 0800",NA
"05-06-2020 0900",NA
"05-06-2020 1000",NA
"05-06-2020 1100",NA
"05-06-2020 1200",NA
"05-06-2020 1300",NA
"05-06-2020 1400",NA
"05-06-2020 1500",NA
"05-06-2020 1600",NA
"05-06-2020 1700",NA
"05-06-2020 1800",NA
"05-06-2020 1900",NA
"05-06-2020 2000",NA
"05-06-2020 2100",NA
"05-06-2020 2200",NA
"05-06-2020 2300",NA
"05-07-2020 0000",NA
"05-07-2020 0100",NA
"05-07-2020 0200",NA
"05-07-2020 0300",NA
"05-07-2020 0400",NA
"05-07-2020 0500",NA
"05-07-2020 0600",NA
"05-07-2020 0700",NA
"05-07-2020 0800",NA
"05-07-2020 0900",NA
"05-07-2020 1000",NA
"05-07-2020 1100",NA
"05-07-2020 1200",NA
"05-07-2020 1300",NA
"05-07-2020 1400",NA
"05-07-2020 1500",NA
"05-07-2020 1600",NA
"05-07-2020 1700",NA
"05-07-2020 1800",NA
"05-07-2020 1900",NA
"05-07-2020 2000",NA
"05-07-2020 2100",NA
"05-07-2020 2200",NA
"05-07-2020 2300",NA
"05-08-2020 0000",NA
"05-08-2020 0100",NA
"05-08-2020 0200",NA
"05-08-2020 0300",NA
"05-08-2020 0400",NA
"05-08-2020 0500",NA
"05-08-2020 0600",NA
"05-08-2020 0700",NA
"05-08-2020 0800",NA
"05-08-2020 0900",NA
"05-08-2020 1000",NA
"05-08-2020 1100",NA
"05-08-2020 1200",NA
"05-08-2020 1300",NA
"05-08-2020 1400",NA
"05-08-2020 1500",NA
"05-08-2020 1600",NA
"05-08-2020 1700",NA
"05-08-2020 1800",NA
"05-08-2020 1900",NA
"05-08-2020 2000",NA
"05-08-2020 2100",NA
"05-08-2020 2200",NA
"05-08-2020 2300",NA
"05-09-2020 0000",NA
"05-09-2020 0100",NA
"05-09-2020 0200",NA
"05-09-2020 0300",NA
"05-09-2020 0400",NA
"05-09-2020 0500",NA
"05-09-2020 0600",NA
"05-09-2020 0700",NA
"05-09-2020 0800",NA
"05-09-2020 0900",NA
"05-09-2020 1000",NA
"05-09-2020 1100",NA
"05-09-2020 1200",NA
"05-09-2020 1300",NA
"05-09-2020 1400",NA
"05-09-2020 1500",NA
"05-09-2020 1600",NA
"05-09-2020 1700",NA
"05-09-2020 1800",NA
"05-09-2020 1900",NA
"05-09-2020 2000",NA
"05-09-2020 2100",NA
"05-09-2020 2200",NA
"05-09-2020 2300",NA
"05-10-2020 0000",NA
"05-10-2020 0100",NA
"05-10-2020 0200",NA
"05-10-2020 0300",NA
"05-10-2020 0400",NA
"05-10-2020 0500",NA
"05-10-2020 0600",NA
"05-10-2020 0700",NA
"05-10-2020 0800",NA
"05-10-2020 0900",NA
"05-10-2020 1000",NA
"05-10-2020 1100",NA
"05-10-2020 1200",NA
"05-10-2020 1300",NA
"05-10-2020 1400",NA
"05-10-2020 1500",NA
"05-10-2020 1600",NA
"05-10-2020 1700",NA
"05-10-2020 1800",NA
"05-10-2020 1900",NA
"05-10-2020 2000",NA
"05-10-2020 2100",NA
"05-10-2020 2200",NA
"05-10-2020 2300",NA
"05-11-2020 0000",NA
"05-11-2020 0100",NA
"05-11-2020 0200",NA
"05-11-2020 0300",NA
"05-11-2020 0400",NA
"05-11-2020 0500",NA
"05-11-2020 0600",NA
"05-11-2020 0700",NA
"05-11-2020 0800",NA
"05-11-2020 0900",NA
"05-11-2020 1000",NA
"05-11-2020 1100",NA
"05-11-2020 1200",NA
"05-11-2020 1300",NA
"05-11-2020 1400",NA
"05-11-2020 1500",NA
"05-11-2020 1600",NA
"05-11-2020 1700",NA
"05-11-2020 1800",NA
"05-11-2020 1900",NA
"05-11-2020 2000",NA
"05-11-2020 2100",NA
"05-11-2020 2200",NA
"05-11-2020 2300",NA
"05-12-2020 0000",NA
"05-12-2020 0100",NA
"05-12-2020 0200",NA
"05-12-2020 0300",NA
"05-12-2020 0400",NA
"05-12-2020 0500",NA
"05-12-2020 0600",NA
"05-12-2020 0700",NA
"05-12-2020 0800",NA
"05-12-2020 0900",NA
"05-12-2020 1000",NA
"05-12-2020 1100",NA
"05-12-2020 1200",NA
"05-12-2020 1300",NA
"05-12-2020 1400",NA
"05-12-2020 1500",NA
"05-12-2020 1600",NA
"05-12-2020 1700",NA
"05-12-2020 1800",NA
"05-12-2020 1900",NA
"05-12-2020 2000",NA
"05-12-2020 2100",NA
"05-12-2020 2200",NA
"05-12-2020 2300",NA
"05-13-2020 0000",NA
"05-13-2020 0100",NA
"05-13-2020 0200",NA
"05-13-2020 0300",NA
"05-13-2020 0400",NA
"05-13-2020 0500",NA
"05-13-2020 0600",NA
"05-13-2020 0700",NA
"05-13-2020 0800",NA
"05-13-2020 0900",NA
"05-13-2020 1000",NA
"05-13-2020 1100",NA
"05-13-2020 1200",NA
"05-13-2020 1300",NA
"05-13-2020 1400",NA
"05-13-2020 1500",NA
"05-13-2020 1600",NA
"05-13-2020 1700",NA
"05-13-2020 1800",NA
"05-13-2020 1900",NA
"05-13-2020 2000",NA
"05-13-2020 2100",NA
"05-13-2020 2200",NA
"05-13-2020 2300",NA
"05-14-2020 0000",NA
"05-14-2020 0100",NA
"05-14-2020 0200",NA
"05-14-2020 0300",NA
"05-14-2020 0400",NA
"05-14-2020 0500",NA
"05-14-2020 0600",NA
"05-14-2020 0700",NA
"05-14-2020 0800",NA
"05-14-2020 0900",NA
"05-14-2020 1000",NA
"05-14-2020 1100",NA
"05-14-2020 1200",NA
"05-14-2020 1300",NA
"05-14-2020 1400",NA
"05-14-2020 1500",NA
"05-14-2020 1600",NA
"05-14-2020 1700",NA
"05-14-2020 1800",NA
"05-14-2020 1900",NA
"05-14-2020 2000",NA
"05-14-2020 2100",NA
"05-14-2020 2200",NA
"05-14-2020 2300",NA
"05-15-2020 0000",NA
"05-15-2020 0100",NA
"05-15-2020 0200",NA
"05-15-2020 0300",NA
"05-15-2020 0400",NA
"05-15-2020 0500",NA
"05-15-2020 0600",NA
"05-15-2020 0700",NA
"05-15-2020 0800",NA
"05-15-2020 0900",NA
"05-15-2020 1000",NA
"05-15-2020 1100",NA
"05-15-2020 1200",NA
"05-15-2020 1300",NA
"05-15-2020 1400",NA
"05-15-2020 1500",NA
"05-15-2020 1600",NA
"05-15-2020 1700",NA
"05-15-2020 1800",NA
"05-15-2020 1900",NA
"05-15-2020 2000",NA
