#date+time,013-wtp
"07-05-2020 0600",NA
"07-05-2020 0700",NA
"07-05-2020 0800",NA
"07-05-2020 0900",NA
"07-05-2020 1000",NA
"07-05-2020 1100",NA
"07-05-2020 1200",NA
"07-05-2020 1300",NA
"07-05-2020 1400",NA
"07-05-2020 1500",NA
"07-05-2020 1600",NA
"07-05-2020 1700",NA
"07-05-2020 1800",NA
"07-05-2020 1900",NA
"07-05-2020 2000",NA
"07-05-2020 2100",NA
"07-05-2020 2200",NA
"07-05-2020 2300",NA
"07-06-2020 0000",NA
"07-06-2020 0100",NA
"07-06-2020 0200",NA
"07-06-2020 0300",NA
"07-06-2020 0400",NA
"07-06-2020 0500",NA
"07-06-2020 0600",NA
"07-06-2020 0700",NA
"07-06-2020 0800",NA
"07-06-2020 0900",NA
"07-06-2020 1000",NA
"07-06-2020 1100",NA
"07-06-2020 1200",NA
"07-06-2020 1300",NA
"07-06-2020 1400",NA
"07-06-2020 1500",NA
"07-06-2020 1600",NA
"07-06-2020 1700",NA
"07-06-2020 1800",NA
"07-06-2020 1900",NA
"07-06-2020 2000",NA
"07-06-2020 2100",NA
"07-06-2020 2200",NA
"07-06-2020 2300",NA
"07-07-2020 0000",NA
"07-07-2020 0100",NA
"07-07-2020 0200",NA
"07-07-2020 0300",NA
"07-07-2020 0400",NA
"07-07-2020 0500",NA
"07-07-2020 0600",NA
"07-07-2020 0700",NA
"07-07-2020 0800",NA
"07-07-2020 0900",NA
"07-07-2020 1000",NA
"07-07-2020 1100",NA
"07-07-2020 1200",NA
"07-07-2020 1300",NA
"07-07-2020 1400",NA
"07-07-2020 1500",NA
"07-07-2020 1600",NA
"07-07-2020 1700",NA
"07-07-2020 1800",NA
"07-07-2020 1900",NA
"07-07-2020 2000",NA
"07-07-2020 2100",NA
"07-07-2020 2200",NA
"07-07-2020 2300",NA
"07-08-2020 0000",NA
"07-08-2020 0100",NA
"07-08-2020 0200",NA
"07-08-2020 0300",NA
"07-08-2020 0400",NA
"07-08-2020 0500",NA
"07-08-2020 0600",NA
"07-08-2020 0700",NA
"07-08-2020 0800",NA
"07-08-2020 0900",NA
"07-08-2020 1000",NA
"07-08-2020 1100",NA
"07-08-2020 1200",NA
"07-08-2020 1300",NA
"07-08-2020 1400",NA
"07-08-2020 1500",NA
"07-08-2020 1600",NA
"07-08-2020 1700",NA
"07-08-2020 1800",NA
"07-08-2020 1900",NA
"07-08-2020 2000",NA
"07-08-2020 2100",NA
"07-08-2020 2200",NA
"07-08-2020 2300",NA
"07-09-2020 0000",NA
"07-09-2020 0100",NA
"07-09-2020 0200",NA
"07-09-2020 0300",NA
"07-09-2020 0400",NA
"07-09-2020 0500",NA
"07-09-2020 0600",NA
"07-09-2020 0700",NA
"07-09-2020 0800",NA
"07-09-2020 0900",NA
"07-09-2020 1000",NA
"07-09-2020 1100",NA
"07-09-2020 1200",NA
"07-09-2020 1300",NA
"07-09-2020 1400",NA
"07-09-2020 1500",NA
"07-09-2020 1600",NA
"07-09-2020 1700",NA
"07-09-2020 1800",NA
"07-09-2020 1900",NA
"07-09-2020 2000",NA
"07-09-2020 2100",NA
"07-09-2020 2200",NA
"07-09-2020 2300",NA
"07-10-2020 0000",NA
"07-10-2020 0100",NA
"07-10-2020 0200",NA
"07-10-2020 0300",NA
"07-10-2020 0400",NA
"07-10-2020 0500",NA
"07-10-2020 0600",NA
"07-10-2020 0700",NA
"07-10-2020 0800",NA
"07-10-2020 0900",NA
"07-10-2020 1000",NA
"07-10-2020 1100",NA
"07-10-2020 1200",NA
"07-10-2020 1300",NA
"07-10-2020 1400",NA
"07-10-2020 1500",NA
"07-10-2020 1600",NA
"07-10-2020 1700",NA
"07-10-2020 1800",NA
"07-10-2020 1900",NA
"07-10-2020 2000",NA
"07-10-2020 2100",NA
"07-10-2020 2200",NA
"07-10-2020 2300",NA
"07-11-2020 0000",NA
"07-11-2020 0100",NA
"07-11-2020 0200",NA
"07-11-2020 0300",NA
"07-11-2020 0400",NA
"07-11-2020 0500",NA
"07-11-2020 0600",NA
"07-11-2020 0700",NA
"07-11-2020 0800",NA
"07-11-2020 0900",NA
"07-11-2020 1000",NA
"07-11-2020 1100",NA
"07-11-2020 1200",NA
"07-11-2020 1300",NA
"07-11-2020 1400",NA
"07-11-2020 1500",NA
"07-11-2020 1600",NA
"07-11-2020 1700",NA
"07-11-2020 1800",NA
"07-11-2020 1900",NA
"07-11-2020 2000",NA
"07-11-2020 2100",NA
"07-11-2020 2200",NA
"07-11-2020 2300",NA
"07-12-2020 0000",NA
"07-12-2020 0100",NA
"07-12-2020 0200",NA
"07-12-2020 0300",NA
"07-12-2020 0400",NA
"07-12-2020 0500",NA
"07-12-2020 0600",NA
"07-12-2020 0700",NA
"07-12-2020 0800",NA
"07-12-2020 0900",NA
"07-12-2020 1000",NA
"07-12-2020 1100",NA
"07-12-2020 1200",NA
"07-12-2020 1300",NA
"07-12-2020 1400",NA
"07-12-2020 1500",NA
"07-12-2020 1600",NA
"07-12-2020 1700",NA
"07-12-2020 1800",NA
"07-12-2020 1900",NA
"07-12-2020 2000",NA
"07-12-2020 2100",NA
"07-12-2020 2200",NA
"07-12-2020 2300",NA
"07-13-2020 0000",NA
"07-13-2020 0100",NA
"07-13-2020 0200",NA
"07-13-2020 0300",NA
"07-13-2020 0400",NA
"07-13-2020 0500",NA
"07-13-2020 0600",NA
"07-13-2020 0700",NA
"07-13-2020 0800",NA
"07-13-2020 0900",NA
"07-13-2020 1000",NA
"07-13-2020 1100",NA
"07-13-2020 1200",NA
"07-13-2020 1300",NA
"07-13-2020 1400",NA
"07-13-2020 1500",NA
"07-13-2020 1600",NA
"07-13-2020 1700",NA
"07-13-2020 1800",NA
"07-13-2020 1900",NA
"07-13-2020 2000",NA
"07-13-2020 2100",NA
"07-13-2020 2200",NA
"07-13-2020 2300",NA
"07-14-2020 0000",NA
"07-14-2020 0100",NA
"07-14-2020 0200",NA
"07-14-2020 0300",NA
"07-14-2020 0400",NA
"07-14-2020 0500",NA
"07-14-2020 0600",NA
"07-14-2020 0700",NA
"07-14-2020 0800",NA
"07-14-2020 0900",NA
"07-14-2020 1000",NA
"07-14-2020 1100",NA
"07-14-2020 1200",NA
"07-14-2020 1300",NA
"07-14-2020 1400",NA
"07-14-2020 1500",NA
"07-14-2020 1600",NA
"07-14-2020 1700",NA
"07-14-2020 1800",NA
"07-14-2020 1900",NA
"07-14-2020 2000",NA
"07-14-2020 2100",NA
"07-14-2020 2200",NA
"07-14-2020 2300",NA
"07-15-2020 0000",NA
"07-15-2020 0100",NA
"07-15-2020 0200",NA
"07-15-2020 0300",NA
"07-15-2020 0400",NA
"07-15-2020 0500",NA
"07-15-2020 0600",NA
"07-15-2020 0700",NA
"07-15-2020 0800",NA
"07-15-2020 0900",NA
"07-15-2020 1000",NA
"07-15-2020 1100",NA
"07-15-2020 1200",NA
"07-15-2020 1300",NA
"07-15-2020 1400",NA
"07-15-2020 1500",NA
"07-15-2020 1600",NA
"07-15-2020 1700",NA
"07-15-2020 1800",NA
"07-15-2020 1900",NA
"07-15-2020 2000",NA
"07-15-2020 2100",NA
"07-15-2020 2200",NA
"07-15-2020 2300",NA
"07-16-2020 0000",NA
"07-16-2020 0100",NA
"07-16-2020 0200",NA
"07-16-2020 0300",NA
"07-16-2020 0400",NA
"07-16-2020 0500",NA
"07-16-2020 0600",NA
"07-16-2020 0700",NA
"07-16-2020 0800",NA
"07-16-2020 0900",NA
"07-16-2020 1000",NA
"07-16-2020 1100",NA
"07-16-2020 1200",NA
"07-16-2020 1300",NA
"07-16-2020 1400",NA
"07-16-2020 1500",NA
"07-16-2020 1600",NA
"07-16-2020 1700",NA
"07-16-2020 1800",NA
"07-16-2020 1900",NA
"07-16-2020 2000",NA
"07-16-2020 2100",NA
"07-16-2020 2200",NA
"07-16-2020 2300",NA
"07-17-2020 0000",NA
"07-17-2020 0100",NA
"07-17-2020 0200",NA
"07-17-2020 0300",NA
"07-17-2020 0400",NA
"07-17-2020 0500",NA
"07-17-2020 0600",NA
"07-17-2020 0700",NA
"07-17-2020 0800",NA
"07-17-2020 0900",NA
"07-17-2020 1000",NA
"07-17-2020 1100",NA
"07-17-2020 1200",NA
"07-17-2020 1300",NA
"07-17-2020 1400",NA
"07-17-2020 1500",NA
"07-17-2020 1600",NA
"07-17-2020 1700",NA
"07-17-2020 1800",NA
"07-17-2020 1900",NA
"07-17-2020 2000",NA
"07-17-2020 2100",NA
"07-17-2020 2200",NA
"07-17-2020 2300",NA
"07-18-2020 0000",NA
"07-18-2020 0100",NA
"07-18-2020 0200",NA
"07-18-2020 0300",NA
"07-18-2020 0400",NA
"07-18-2020 0500",NA
"07-18-2020 0600",NA
"07-18-2020 0700",NA
"07-18-2020 0800",NA
"07-18-2020 0900",NA
"07-18-2020 1000",NA
"07-18-2020 1100",NA
"07-18-2020 1200",NA
"07-18-2020 1300",NA
"07-18-2020 1400",NA
"07-18-2020 1500",NA
"07-18-2020 1600",NA
"07-18-2020 1700",NA
"07-18-2020 1800",NA
"07-18-2020 1900",NA
"07-18-2020 2000",NA
"07-18-2020 2100",NA
"07-18-2020 2200",NA
"07-18-2020 2300",NA
"07-19-2020 0000",NA
"07-19-2020 0100",NA
"07-19-2020 0200",NA
"07-19-2020 0300",NA
"07-19-2020 0400",NA
"07-19-2020 0500",NA
"07-19-2020 0600",NA
"07-19-2020 0700",NA
"07-19-2020 0800",NA
"07-19-2020 0900",NA
"07-19-2020 1000",NA
"07-19-2020 1100",NA
"07-19-2020 1200",NA
"07-19-2020 1300",NA
"07-19-2020 1400",NA
"07-19-2020 1500",NA
"07-19-2020 1600",NA
"07-19-2020 1700",NA
"07-19-2020 1800",NA
"07-19-2020 1900",NA
"07-19-2020 2000",NA
"07-19-2020 2100",NA
"07-19-2020 2200",NA
"07-19-2020 2300",NA
"07-20-2020 0000",NA
"07-20-2020 0100",NA
"07-20-2020 0200",NA
"07-20-2020 0300",NA
"07-20-2020 0400",NA
"07-20-2020 0500",NA
"07-20-2020 0600",NA
"07-20-2020 0700",NA
"07-20-2020 0800",NA
"07-20-2020 0900",NA
"07-20-2020 1000",NA
"07-20-2020 1100",NA
"07-20-2020 1200",NA
"07-20-2020 1300",NA
"07-20-2020 1400",NA
"07-20-2020 1500",NA
"07-20-2020 1600",NA
"07-20-2020 1700",NA
"07-20-2020 1800",NA
"07-20-2020 1900",NA
"07-20-2020 2000",NA
"07-20-2020 2100",NA
"07-20-2020 2200",NA
"07-20-2020 2300",NA
"07-21-2020 0000",NA
"07-21-2020 0100",NA
"07-21-2020 0200",NA
"07-21-2020 0300",NA
"07-21-2020 0400",NA
"07-21-2020 0500",NA
"07-21-2020 0600",NA
"07-21-2020 0700",NA
"07-21-2020 0800",NA
"07-21-2020 0900",NA
"07-21-2020 1000",NA
"07-21-2020 1100",NA
"07-21-2020 1200",NA
"07-21-2020 1300",NA
"07-21-2020 1400",NA
"07-21-2020 1500",NA
"07-21-2020 1600",NA
"07-21-2020 1700",NA
"07-21-2020 1800",NA
"07-21-2020 1900",NA
"07-21-2020 2000",NA
"07-21-2020 2100",NA
"07-21-2020 2200",NA
"07-21-2020 2300",NA
"07-22-2020 0000",NA
"07-22-2020 0100",NA
"07-22-2020 0200",NA
"07-22-2020 0300",NA
"07-22-2020 0400",NA
"07-22-2020 0500",NA
"07-22-2020 0600",NA
"07-22-2020 0700",NA
"07-22-2020 0800",NA
"07-22-2020 0900",NA
"07-22-2020 1000",NA
"07-22-2020 1100",NA
"07-22-2020 1200",NA
"07-22-2020 1300",NA
"07-22-2020 1400",NA
"07-22-2020 1500",NA
"07-22-2020 1600",NA
"07-22-2020 1700",NA
"07-22-2020 1800",NA
"07-22-2020 1900",NA
"07-22-2020 2000",NA
"07-22-2020 2100",NA
"07-22-2020 2200",NA
"07-22-2020 2300",NA
"07-23-2020 0000",NA
"07-23-2020 0100",NA
"07-23-2020 0200",NA
"07-23-2020 0300",NA
"07-23-2020 0400",NA
"07-23-2020 0500",NA
"07-23-2020 0600",NA
"07-23-2020 0700",NA
"07-23-2020 0800",NA
"07-23-2020 0900",NA
"07-23-2020 1000",NA
"07-23-2020 1100",NA
"07-23-2020 1200",NA
"07-23-2020 1300",NA
"07-23-2020 1400",NA
"07-23-2020 1500",NA
"07-23-2020 1600",NA
"07-23-2020 1700",NA
"07-23-2020 1800",NA
"07-23-2020 1900",NA
"07-23-2020 2000",NA
"07-23-2020 2100",NA
"07-23-2020 2200",NA
"07-23-2020 2300",NA
"07-24-2020 0000",NA
"07-24-2020 0100",NA
"07-24-2020 0200",NA
"07-24-2020 0300",NA
"07-24-2020 0400",NA
"07-24-2020 0500",NA
"07-24-2020 0600",NA
"07-24-2020 0700",NA
"07-24-2020 0800",NA
"07-24-2020 0900",NA
"07-24-2020 1000",NA
"07-24-2020 1100",NA
"07-24-2020 1200",NA
"07-24-2020 1300",NA
"07-24-2020 1400",NA
"07-24-2020 1500",NA
"07-24-2020 1600",NA
"07-24-2020 1700",NA
"07-24-2020 1800",NA
"07-24-2020 1900",NA
"07-24-2020 2000",NA
"07-24-2020 2100",NA
"07-24-2020 2200",NA
"07-24-2020 2300",NA
"07-25-2020 0000",NA
"07-25-2020 0100",NA
"07-25-2020 0200",NA
"07-25-2020 0300",NA
"07-25-2020 0400",NA
"07-25-2020 0500",NA
"07-25-2020 0600",NA
"07-25-2020 0700",NA
"07-25-2020 0800",NA
"07-25-2020 0900",NA
"07-25-2020 1000",NA
"07-25-2020 1100",NA
"07-25-2020 1200",NA
"07-25-2020 1300",NA
"07-25-2020 1400",NA
"07-25-2020 1500",NA
"07-25-2020 1600",NA
"07-25-2020 1700",NA
"07-25-2020 1800",NA
"07-25-2020 1900",NA
"07-25-2020 2000",NA
"07-25-2020 2100",NA
"07-25-2020 2200",NA
"07-25-2020 2300",NA
"07-26-2020 0000",NA
"07-26-2020 0100",NA
"07-26-2020 0200",NA
"07-26-2020 0300",NA
"07-26-2020 0400",NA
"07-26-2020 0500",NA
"07-26-2020 0600",NA
"07-26-2020 0700",NA
"07-26-2020 0800",NA
"07-26-2020 0900",NA
"07-26-2020 1000",NA
"07-26-2020 1100",NA
"07-26-2020 1200",NA
"07-26-2020 1300",NA
"07-26-2020 1400",NA
"07-26-2020 1500",NA
"07-26-2020 1600",NA
"07-26-2020 1700",NA
"07-26-2020 1800",NA
"07-26-2020 1900",NA
"07-26-2020 2000",NA
"07-26-2020 2100",NA
"07-26-2020 2200",NA
"07-26-2020 2300",NA
"07-27-2020 0000",NA
"07-27-2020 0100",NA
"07-27-2020 0200",NA
"07-27-2020 0300",NA
"07-27-2020 0400",NA
"07-27-2020 0500",NA
"07-27-2020 0600",NA
"07-27-2020 0700",NA
"07-27-2020 0800",NA
"07-27-2020 0900",NA
"07-27-2020 1000",NA
"07-27-2020 1100",NA
"07-27-2020 1200",NA
"07-27-2020 1300",NA
"07-27-2020 1400",NA
"07-27-2020 1500",NA
"07-27-2020 1600",NA
"07-27-2020 1700",NA
"07-27-2020 1800",NA
"07-27-2020 1900",NA
"07-27-2020 2000",NA
"07-27-2020 2100",NA
"07-27-2020 2200",NA
"07-27-2020 2300",NA
"07-28-2020 0000",NA
"07-28-2020 0100",NA
"07-28-2020 0200",NA
"07-28-2020 0300",NA
"07-28-2020 0400",NA
"07-28-2020 0500",NA
"07-28-2020 0600",NA
"07-28-2020 0700",NA
"07-28-2020 0800",NA
"07-28-2020 0900",NA
"07-28-2020 1000",NA
"07-28-2020 1100",NA
"07-28-2020 1200",NA
"07-28-2020 1300",NA
"07-28-2020 1400",NA
"07-28-2020 1500",NA
"07-28-2020 1600",NA
"07-28-2020 1700",NA
"07-28-2020 1800",NA
"07-28-2020 1900",NA
"07-28-2020 2000",NA
"07-28-2020 2100",NA
"07-28-2020 2200",NA
"07-28-2020 2300",NA
"07-29-2020 0000",NA
"07-29-2020 0100",NA
"07-29-2020 0200",NA
"07-29-2020 0300",NA
"07-29-2020 0400",NA
"07-29-2020 0500",NA
"07-29-2020 0600",NA
"07-29-2020 0700",NA
"07-29-2020 0800",NA
"07-29-2020 0900",NA
"07-29-2020 1000",NA
"07-29-2020 1100",NA
"07-29-2020 1200",NA
"07-29-2020 1300",NA
"07-29-2020 1400",NA
"07-29-2020 1500",NA
"07-29-2020 1600",NA
"07-29-2020 1700",NA
"07-29-2020 1800",NA
"07-29-2020 1900",NA
"07-29-2020 2000",NA
"07-29-2020 2100",NA
"07-29-2020 2200",NA
"07-29-2020 2300",NA
"07-30-2020 0000",NA
"07-30-2020 0100",NA
"07-30-2020 0200",NA
"07-30-2020 0300",NA
"07-30-2020 0400",NA
"07-30-2020 0500",NA
"07-30-2020 0600",NA
"07-30-2020 0700",NA
"07-30-2020 0800",NA
"07-30-2020 0900",NA
"07-30-2020 1000",NA
"07-30-2020 1100",NA
"07-30-2020 1200",NA
"07-30-2020 1300",NA
"07-30-2020 1400",NA
"07-30-2020 1500",NA
"07-30-2020 1600",NA
"07-30-2020 1700",NA
"07-30-2020 1800",NA
"07-30-2020 1900",NA
"07-30-2020 2000",NA
"07-30-2020 2100",NA
"07-30-2020 2200",NA
"07-30-2020 2300",NA
"07-31-2020 0000",NA
"07-31-2020 0100",NA
"07-31-2020 0200",NA
"07-31-2020 0300",NA
"07-31-2020 0400",NA
"07-31-2020 0500",NA
"07-31-2020 0600",NA
"07-31-2020 0700",NA
"07-31-2020 0800",NA
"07-31-2020 0900",NA
"07-31-2020 1000",NA
"07-31-2020 1100",NA
"07-31-2020 1200",NA
"07-31-2020 1300",NA
"07-31-2020 1400",NA
"07-31-2020 1500",NA
"07-31-2020 1600",NA
"07-31-2020 1700",NA
"07-31-2020 1800",NA
"07-31-2020 1900",NA
"07-31-2020 2000",NA
"07-31-2020 2100",NA
"07-31-2020 2200",NA
"07-31-2020 2300",NA
"08-01-2020 0000",NA
"08-01-2020 0100",NA
"08-01-2020 0200",NA
"08-01-2020 0300",NA
"08-01-2020 0400",NA
"08-01-2020 0500",NA
"08-01-2020 0600",NA
"08-01-2020 0700",NA
"08-01-2020 0800",NA
"08-01-2020 0900",NA
"08-01-2020 1000",NA
"08-01-2020 1100",NA
"08-01-2020 1200",NA
"08-01-2020 1300",NA
"08-01-2020 1400",NA
"08-01-2020 1500",NA
"08-01-2020 1600",NA
"08-01-2020 1700",NA
"08-01-2020 1800",NA
"08-01-2020 1900",NA
"08-01-2020 2000",NA
"08-01-2020 2100",NA
"08-01-2020 2200",NA
"08-01-2020 2300",NA
"08-02-2020 0000",NA
"08-02-2020 0100",NA
"08-02-2020 0200",NA
"08-02-2020 0300",NA
"08-02-2020 0400",NA
"08-02-2020 0500",NA
"08-02-2020 0600",NA
"08-02-2020 0700",NA
"08-02-2020 0800",NA
"08-02-2020 0900",NA
"08-02-2020 1000",NA
"08-02-2020 1100",NA
"08-02-2020 1200",NA
"08-02-2020 1300",NA
"08-02-2020 1400",NA
"08-02-2020 1500",NA
"08-02-2020 1600",NA
"08-02-2020 1700",NA
"08-02-2020 1800",NA
"08-02-2020 1900",NA
"08-02-2020 2000",NA
"08-02-2020 2100",NA
"08-02-2020 2200",NA
"08-02-2020 2300",NA
"08-03-2020 0000",NA
"08-03-2020 0100",NA
"08-03-2020 0200",NA
"08-03-2020 0300",NA
"08-03-2020 0400",NA
"08-03-2020 0500",NA
"08-03-2020 0600",NA
"08-03-2020 0700",NA
"08-03-2020 0800",NA
"08-03-2020 0900",NA
"08-03-2020 1000",NA
"08-03-2020 1100",NA
"08-03-2020 1200",NA
"08-03-2020 1300",NA
"08-03-2020 1400",NA
"08-03-2020 1500",NA
"08-03-2020 1600",NA
"08-03-2020 1700",NA
"08-03-2020 1800",NA
"08-03-2020 1900",NA
"08-03-2020 2000",NA
"08-03-2020 2100",NA
"08-03-2020 2200",NA
"08-03-2020 2300",NA
"08-04-2020 0000",NA
"08-04-2020 0100",NA
"08-04-2020 0200",NA
"08-04-2020 0300",NA
"08-04-2020 0400",NA
"08-04-2020 0500",NA
"08-04-2020 0600",NA
"08-04-2020 0700",NA
"08-04-2020 0800",NA
"08-04-2020 0900",NA
"08-04-2020 1000",NA
"08-04-2020 1100",NA
"08-04-2020 1200",NA
"08-04-2020 1300",NA
"08-04-2020 1400",NA
"08-04-2020 1500",NA
"08-04-2020 1600",NA
"08-04-2020 1700",NA
"08-04-2020 1800",NA
"08-04-2020 1900",NA
"08-04-2020 2000",NA
"08-04-2020 2100",NA
"08-04-2020 2200",NA
"08-04-2020 2300",NA
"08-05-2020 0000",NA
"08-05-2020 0100",NA
"08-05-2020 0200",NA
"08-05-2020 0300",NA
"08-05-2020 0400",NA
"08-05-2020 0500",NA
"08-05-2020 0600",NA
"08-05-2020 0700",NA
"08-05-2020 0800",NA
"08-05-2020 0900",NA
"08-05-2020 1000",NA
"08-05-2020 1100",NA
"08-05-2020 1200",NA
"08-05-2020 1300",NA
"08-05-2020 1400",NA
"08-05-2020 1500",NA
"08-05-2020 1600",NA
"08-05-2020 1700",NA
"08-05-2020 1800",NA
"08-05-2020 1900",NA
"08-05-2020 2000",NA
"08-05-2020 2100",NA
"08-05-2020 2200",NA
"08-05-2020 2300",NA
"08-06-2020 0000",NA
"08-06-2020 0100",NA
"08-06-2020 0200",NA
"08-06-2020 0300",NA
"08-06-2020 0400",NA
"08-06-2020 0500",NA
"08-06-2020 0600",NA
"08-06-2020 0700",NA
"08-06-2020 0800",NA
"08-06-2020 0900",NA
"08-06-2020 1000",NA
"08-06-2020 1100",NA
"08-06-2020 1200",NA
"08-06-2020 1300",NA
"08-06-2020 1400",NA
"08-06-2020 1500",NA
"08-06-2020 1600",NA
"08-06-2020 1700",NA
"08-06-2020 1800",NA
"08-06-2020 1900",NA
"08-06-2020 2000",NA
"08-06-2020 2100",NA
"08-06-2020 2200",NA
"08-06-2020 2300",NA
"08-07-2020 0000",NA
"08-07-2020 0100",NA
"08-07-2020 0200",NA
"08-07-2020 0300",NA
"08-07-2020 0400",NA
"08-07-2020 0500",NA
"08-07-2020 0600",NA
"08-07-2020 0700",NA
"08-07-2020 0800",NA
"08-07-2020 0900",NA
"08-07-2020 1000",NA
"08-07-2020 1100",NA
"08-07-2020 1200",NA
"08-07-2020 1300",NA
"08-07-2020 1400",NA
"08-07-2020 1500",NA
"08-07-2020 1600",NA
"08-07-2020 1700",NA
"08-07-2020 1800",NA
"08-07-2020 1900",NA
"08-07-2020 2000",NA
"08-07-2020 2100",NA
"08-07-2020 2200",NA
"08-07-2020 2300",NA
"08-08-2020 0000",NA
"08-08-2020 0100",NA
"08-08-2020 0200",NA
"08-08-2020 0300",NA
"08-08-2020 0400",NA
"08-08-2020 0500",NA
"08-08-2020 0600",NA
"08-08-2020 0700",NA
"08-08-2020 0800",NA
"08-08-2020 0900",NA
"08-08-2020 1000",NA
"08-08-2020 1100",NA
"08-08-2020 1200",NA
"08-08-2020 1300",NA
"08-08-2020 1400",NA
"08-08-2020 1500",NA
"08-08-2020 1600",NA
"08-08-2020 1700",NA
"08-08-2020 1800",NA
"08-08-2020 1900",NA
"08-08-2020 2000",NA
"08-08-2020 2100",NA
"08-08-2020 2200",NA
"08-08-2020 2300",NA
"08-09-2020 0000",NA
"08-09-2020 0100",NA
"08-09-2020 0200",NA
"08-09-2020 0300",NA
"08-09-2020 0400",NA
"08-09-2020 0500",NA
"08-09-2020 0600",NA
"08-09-2020 0700",NA
"08-09-2020 0800",NA
"08-09-2020 0900",NA
"08-09-2020 1000",NA
"08-09-2020 1100",NA
"08-09-2020 1200",NA
"08-09-2020 1300",NA
"08-09-2020 1400",NA
"08-09-2020 1500",NA
"08-09-2020 1600",NA
"08-09-2020 1700",NA
"08-09-2020 1800",NA
"08-09-2020 1900",NA
"08-09-2020 2000",NA
"08-09-2020 2100",NA
"08-09-2020 2200",NA
"08-09-2020 2300",NA
"08-10-2020 0000",NA
"08-10-2020 0100",NA
"08-10-2020 0200",NA
"08-10-2020 0300",NA
"08-10-2020 0400",NA
"08-10-2020 0500",NA
"08-10-2020 0600",NA
"08-10-2020 0700",NA
"08-10-2020 0800",NA
"08-10-2020 0900",NA
"08-10-2020 1000",NA
"08-10-2020 1100",NA
"08-10-2020 1200",NA
"08-10-2020 1300",NA
"08-10-2020 1400",NA
"08-10-2020 1500",NA
"08-10-2020 1600",NA
"08-10-2020 1700",NA
"08-10-2020 1800",NA
"08-10-2020 1900",NA
"08-10-2020 2000",NA
"08-10-2020 2100",NA
"08-10-2020 2200",NA
"08-10-2020 2300",NA
"08-11-2020 0000",NA
"08-11-2020 0100",NA
"08-11-2020 0200",NA
"08-11-2020 0300",NA
"08-11-2020 0400",NA
"08-11-2020 0500",NA
"08-11-2020 0600",NA
"08-11-2020 0700",NA
"08-11-2020 0800",NA
"08-11-2020 0900",NA
"08-11-2020 1000",NA
"08-11-2020 1100",NA
"08-11-2020 1200",NA
"08-11-2020 1300",NA
"08-11-2020 1400",NA
"08-11-2020 1500",NA
"08-11-2020 1600",NA
"08-11-2020 1700",NA
"08-11-2020 1800",NA
"08-11-2020 1900",NA
"08-11-2020 2000",NA
"08-11-2020 2100",NA
"08-11-2020 2200",NA
"08-11-2020 2300",NA
"08-12-2020 0000",NA
"08-12-2020 0100",NA
"08-12-2020 0200",NA
"08-12-2020 0300",NA
"08-12-2020 0400",NA
"08-12-2020 0500",NA
"08-12-2020 0600",NA
"08-12-2020 0700",NA
"08-12-2020 0800",NA
"08-12-2020 0900",NA
"08-12-2020 1000",NA
"08-12-2020 1100",NA
"08-12-2020 1200",NA
"08-12-2020 1300",NA
"08-12-2020 1400",NA
"08-12-2020 1500",NA
"08-12-2020 1600",NA
"08-12-2020 1700",NA
"08-12-2020 1800",NA
"08-12-2020 1900",NA
"08-12-2020 2000",NA
"08-12-2020 2100",NA
"08-12-2020 2200",NA
"08-12-2020 2300",NA
"08-13-2020 0000",NA
"08-13-2020 0100",NA
"08-13-2020 0200",NA
"08-13-2020 0300",NA
"08-13-2020 0400",NA
"08-13-2020 0500",NA
"08-13-2020 0600",NA
"08-13-2020 0700",NA
"08-13-2020 0800",NA
"08-13-2020 0900",NA
"08-13-2020 1000",NA
"08-13-2020 1100",NA
"08-13-2020 1200",NA
"08-13-2020 1300",NA
"08-13-2020 1400",NA
"08-13-2020 1500",NA
"08-13-2020 1600",NA
"08-13-2020 1700",NA
"08-13-2020 1800",NA
"08-13-2020 1900",NA
"08-13-2020 2000",NA
"08-13-2020 2100",NA
"08-13-2020 2200",NA
"08-13-2020 2300",NA
"08-14-2020 0000",NA
"08-14-2020 0100",NA
"08-14-2020 0200",NA
"08-14-2020 0300",NA
"08-14-2020 0400",NA
"08-14-2020 0500",NA
"08-14-2020 0600",NA
"08-14-2020 0700",NA
"08-14-2020 0800",NA
"08-14-2020 0900",NA
"08-14-2020 1000",NA
"08-14-2020 1100",NA
"08-14-2020 1200",NA
"08-14-2020 1300",NA
"08-14-2020 1400",NA
"08-14-2020 1500",NA
"08-14-2020 1600",NA
"08-14-2020 1700",NA
"08-14-2020 1800",NA
"08-14-2020 1900",NA
"08-14-2020 2000",NA
"08-14-2020 2100",NA
"08-14-2020 2200",NA
"08-14-2020 2300",NA
"08-15-2020 0000",NA
"08-15-2020 0100",NA
"08-15-2020 0200",NA
"08-15-2020 0300",NA
"08-15-2020 0400",NA
"08-15-2020 0500",NA
"08-15-2020 0600",NA
"08-15-2020 0700",NA
"08-15-2020 0800",NA
"08-15-2020 0900",NA
"08-15-2020 1000",NA
"08-15-2020 1100",NA
"08-15-2020 1200",NA
"08-15-2020 1300",NA
"08-15-2020 1400",NA
"08-15-2020 1500",NA
"08-15-2020 1600",NA
"08-15-2020 1700",NA
"08-15-2020 1800",NA
"08-15-2020 1900",NA
"08-15-2020 2000",NA
