dateAndTime,packeryATP_lighthouse,npsbiWTP_lighthouse
03-24-2019 1400,20.3,20.6
03-24-2019 1500,21.0,20.8
03-24-2019 1600,21.7,21.0
03-24-2019 1700,22.4,21.2
03-24-2019 1800,22.2,21.3
03-24-2019 1900,22.3,21.6
03-24-2019 2000,22.6,21.8
03-24-2019 2100,23.0,22.1
03-24-2019 2200,22.4,22.2
03-24-2019 2300,22.2,22.3
03-25-2019 0000,21.5,22.2
03-25-2019 0100,21.4,22.1
03-25-2019 0200,21.0,21.9
03-25-2019 0300,21.1,21.8
03-25-2019 0400,21.1,21.7
03-25-2019 0500,21.0,21.6
03-25-2019 0600,20.8,21.5
03-25-2019 0700,20.5,21.3
03-25-2019 0800,20.6,21.4
03-25-2019 0900,20.5,21.4
03-25-2019 1000,20.4,21.3
03-25-2019 1100,20.5,21.3
03-25-2019 1200,20.8,21.3
03-25-2019 1300,20.8,21.3
03-25-2019 1400,21.1,21.4
03-25-2019 1500,21.3,21.6
03-25-2019 1600,21.0,21.7
03-25-2019 1700,21.6,21.9
03-25-2019 1800,21.8,22.2
03-25-2019 1900,21.4,22.4
03-25-2019 2000,21.4,22.6
03-25-2019 2100,21.9,22.6
03-25-2019 2200,21.9,22.7
03-25-2019 2300,21.9,22.7
03-26-2019 0000,21.7,22.6
03-26-2019 0100,21.6,22.9
03-26-2019 0200,21.5,22.8
03-26-2019 0300,21.5,22.5
03-26-2019 0400,21.4,22.4
03-26-2019 0500,21.3,22.3
03-26-2019 0600,21.0,22.2
03-26-2019 0700,20.9,22.2
03-26-2019 0800,21.1,22.1
03-26-2019 0900,21.0,22.0
03-26-2019 1000,20.0,22.0
03-26-2019 1100,20.4,21.9
03-26-2019 1200,20.7,21.9
03-26-2019 1300,19.0,21.7
03-26-2019 1400,19.6,21.7
03-26-2019 1500,20.7,21.7
03-26-2019 1600,20.5,21.8
03-26-2019 1700,20.2,22.2
03-26-2019 1800,20.3,22.7
03-26-2019 1900,20.3,23.2
03-26-2019 2000,20.4,23.6
03-26-2019 2100,20.3,24.0
03-26-2019 2200,20.5,24.2
03-26-2019 2300,20.3,24.2
03-27-2019 0000,19.9,24.1
03-27-2019 0100,20.1,24.0
03-27-2019 0200,19.9,23.5
03-27-2019 0300,19.8,23.2
03-27-2019 0400,19.7,23.0
03-27-2019 0500,19.7,22.6
03-27-2019 0600,19.5,22.4
03-27-2019 0700,19.5,22.4
03-27-2019 0800,19.5,22.3
03-27-2019 0900,19.2,21.8
03-27-2019 1000,19.1,21.8
03-27-2019 1100,19.0,21.8
03-27-2019 1200,19.0,21.6
03-27-2019 1300,19.1,21.5
03-27-2019 1400,19.9,21.4
03-27-2019 1500,20.4,21.6
03-27-2019 1600,20.5,22.2
03-27-2019 1700,20.9,22.3
03-27-2019 1800,20.8,22.7
03-27-2019 1900,20.9,23.2
03-27-2019 2000,21.1,23.3
03-27-2019 2100,21.1,23.4
03-27-2019 2200,21.0,23.8
03-27-2019 2300,20.6,23.5
03-28-2019 0000,20.4,23.1
03-28-2019 0100,20.1,22.9
03-28-2019 0200,20.0,22.7
03-28-2019 0300,19.8,22.7
03-28-2019 0400,19.8,22.5
03-28-2019 0500,19.7,22.0
03-28-2019 0600,19.6,21.9
03-28-2019 0700,19.7,22.1
03-28-2019 0800,19.6,21.8
03-28-2019 0900,19.6,21.5
03-28-2019 1000,19.5,21.4
03-28-2019 1100,19.6,21.3
03-28-2019 1200,19.6,21.1
03-28-2019 1300,19.7,20.8
03-28-2019 1400,20.4,20.7
03-28-2019 1500,20.6,21.5
03-28-2019 1600,21.4,21.7
03-28-2019 1700,21.8,21.8
03-28-2019 1800,22.0,22.4
03-28-2019 1900,22.0,23.0
03-28-2019 2000,22.1,23.4
03-28-2019 2100,21.9,23.8
03-28-2019 2200,22.1,23.7
03-28-2019 2300,21.7,23.7
03-29-2019 0000,21.3,23.5
03-29-2019 0100,21.1,23.2
03-29-2019 0200,20.8,23.1
03-29-2019 0300,20.7,23.0
03-29-2019 0400,20.6,23.0
03-29-2019 0500,20.8,22.7
03-29-2019 0600,20.9,22.5
03-29-2019 0700,20.6,22.7
03-29-2019 0800,20.3,22.6
03-29-2019 0900,20.4,22.6
03-29-2019 1000,20.3,22.4
03-29-2019 1100,20.2,22.3
03-29-2019 1200,20.2,22.1
03-29-2019 1300,20.4,22.0
03-29-2019 1400,21.1,22.1
03-29-2019 1500,21.4,22.3
03-29-2019 1600,21.6,22.2
03-29-2019 1700,22.2,22.7
03-29-2019 1800,22.5,23.1
03-29-2019 1900,22.5,23.3
03-29-2019 2000,22.9,23.6
03-29-2019 2100,23.0,23.9
03-29-2019 2200,22.6,24.0
03-29-2019 2300,22.7,24.0
03-30-2019 0000,22.3,23.7
03-30-2019 0100,21.7,23.6
03-30-2019 0200,21.5,23.2
03-30-2019 0300,21.3,23.1
03-30-2019 0400,21.2,23.0
03-30-2019 0500,21.2,22.9
03-30-2019 0600,21.1,23.0
03-30-2019 0700,20.9,22.8
03-30-2019 0800,20.7,22.8
03-30-2019 0900,20.9,22.7
03-30-2019 1000,20.9,22.9
03-30-2019 1100,20.7,22.8
03-30-2019 1200,20.8,22.7
03-30-2019 1300,20.8,22.6
03-30-2019 1400,21.7,22.7
03-30-2019 1500,22.1,22.5
03-30-2019 1600,23.1,23.1
03-30-2019 1700,23.0,23.4
03-30-2019 1800,22.8,23.9
03-30-2019 1900,22.6,24.3
03-30-2019 2000,22.7,25.3
03-30-2019 2100,22.4,25.4
03-30-2019 2200,22.6,25.4
03-30-2019 2300,22.4,25.8
03-31-2019 0000,22.5,25.6
03-31-2019 0100,18.5,24.5
03-31-2019 0200,16.7,24.5
03-31-2019 0300,16.5,23.8
03-31-2019 0400,16.7,23.3
03-31-2019 0500,16.3,22.6
03-31-2019 0600,14.9,21.9
03-31-2019 0700,12.2,21.5
03-31-2019 0800,11.6,20.5
03-31-2019 0900,11.0,20.5
03-31-2019 1000,10.1,19.8
03-31-2019 1100,9.7,18.5
03-31-2019 1200,9.8,17.3
03-31-2019 1300,8.8,19.0
03-31-2019 1400,9.3,18.8
03-31-2019 1500,9.2,18.5
03-31-2019 1600,9.5,17.7
03-31-2019 1700,9.4,17.2
03-31-2019 1800,9.3,17.3
03-31-2019 1900,9.2,16.7
03-31-2019 2000,9.4,16.9
03-31-2019 2100,9.6,16.8
03-31-2019 2200,9.8,17.1
03-31-2019 2300,8.9,16.7
04-01-2019 0000,9.7,16.9
04-01-2019 0100,10.3,16.5
04-01-2019 0200,10.3,16.1
04-01-2019 0300,11.3,16.0
04-01-2019 0400,11.7,15.2
04-01-2019 0500,11.7,15.6
04-01-2019 0600,11.7,15.1
04-01-2019 0700,12.0,14.7
04-01-2019 0800,12.4,14.8
04-01-2019 0900,12.2,15.3
04-01-2019 1000,12.1,15.7
04-01-2019 1100,11.7,15.6
04-01-2019 1200,11.6,15.4
04-01-2019 1300,11.5,15.2
04-01-2019 1400,11.7,15.1
04-01-2019 1500,12.1,15.0
04-01-2019 1600,11.5,15.0
04-01-2019 1700,10.2,15.0
04-01-2019 1800,10.1,15.0
04-01-2019 1900,10.5,14.9
04-01-2019 2000,11.4,15.0
04-01-2019 2100,12.1,15.0
04-01-2019 2200,12.7,14.9
04-01-2019 2300,12.9,15.2
04-02-2019 0000,13.2,14.7
04-02-2019 0100,13.1,13.8
04-02-2019 0200,13.0,14.1
04-02-2019 0300,13.2,13.9
04-02-2019 0400,13.2,13.8
04-02-2019 0500,13.4,14.3
04-02-2019 0600,13.2,14.1
04-02-2019 0700,13.0,14.2
04-02-2019 0800,13.1,13.8
04-02-2019 0900,13.3,13.5
04-02-2019 1000,13.3,13.8
04-02-2019 1100,13.4,13.7
04-02-2019 1200,13.5,13.5
04-02-2019 1300,14.4,13.4
04-02-2019 1400,15.2,13.6
04-02-2019 1500,15.8,13.8
04-02-2019 1600,16.3,14.0
04-02-2019 1700,16.4,14.4
04-02-2019 1800,16.7,14.8
04-02-2019 1900,16.9,15.3
04-02-2019 2000,17.0,16.6
04-02-2019 2100,17.2,16.3
04-02-2019 2200,17.4,17.0
04-02-2019 2300,17.8,17.3
04-03-2019 0000,18.0,17.2
04-03-2019 0100,18.1,16.4
04-03-2019 0200,18.4,16.3
04-03-2019 0300,18.5,16.4
04-03-2019 0400,18.4,16.3
04-03-2019 0500,18.4,16.0
04-03-2019 0600,18.7,16.0
04-03-2019 0700,18.8,16.0
04-03-2019 0800,18.8,16.1
04-03-2019 0900,18.7,16.1
04-03-2019 1000,18.9,16.1
04-03-2019 1100,18.9,16.1
04-03-2019 1200,18.9,16.4
04-03-2019 1300,18.8,16.3
04-03-2019 1400,19.4,16.3
04-03-2019 1500,19.4,16.5
04-03-2019 1600,19.3,16.5
04-03-2019 1700,19.7,16.7
04-03-2019 1800,20.6,17.2
04-03-2019 1900,20.7,17.6
04-03-2019 2000,21.3,17.8
04-03-2019 2100,21.3,17.6
04-03-2019 2200,20.9,18.2
04-03-2019 2300,20.9,18.4
04-04-2019 0000,20.9,18.3
04-04-2019 0100,20.6,18.2
04-04-2019 0200,20.5,18.1
04-04-2019 0300,20.5,18.3
04-04-2019 0400,20.7,18.3
04-04-2019 0500,20.9,18.3
04-04-2019 0600,20.9,18.3
04-04-2019 0700,20.7,18.2
04-04-2019 0800,20.4,18.5
04-04-2019 0900,20.5,18.5
04-04-2019 1000,20.7,18.4
04-04-2019 1100,20.6,18.4
04-04-2019 1200,20.8,18.4
04-04-2019 1300,20.9,18.4
04-04-2019 1400,20.8,18.3
04-04-2019 1500,20.6,18.4
04-04-2019 1600,21.3,18.7
04-04-2019 1700,22.9,18.8
04-04-2019 1800,24.8,19.5
04-04-2019 1900,24.8,20.1
04-04-2019 2000,24.8,20.5
04-04-2019 2100,24.1,20.9
04-04-2019 2200,24.7,21.6
04-04-2019 2300,23.2,20.9
04-05-2019 0000,22.2,20.8
04-05-2019 0100,21.5,20.4
04-05-2019 0200,21.6,21.3
04-05-2019 0300,21.3,20.7
04-05-2019 0400,20.6,20.3
04-05-2019 0500,20.6,20.2
04-05-2019 0600,20.7,20.3
04-05-2019 0700,20.3,20.1
04-05-2019 0800,20.5,20.2
04-05-2019 0900,20.4,20.2
04-05-2019 1000,21.0,20.2
04-05-2019 1100,20.5,20.2
04-05-2019 1200,20.5,20.3
04-05-2019 1300,20.3,20.2
04-05-2019 1400,20.7,20.2
04-05-2019 1500,20.4,20.5
04-05-2019 1600,20.8,20.5
04-05-2019 1700,21.3,20.7
04-05-2019 1800,21.1,21.0
04-05-2019 1900,20.7,21.1
04-05-2019 2000,21.5,21.5
04-05-2019 2100,21.0,21.8
04-05-2019 2200,20.9,22.0
04-05-2019 2300,21.0,22.3
04-06-2019 0000,21.2,22.2
04-06-2019 0100,21.2,22.1
04-06-2019 0200,20.9,22.0
04-06-2019 0300,21.1,22.2
04-06-2019 0400,21.5,22.3
04-06-2019 0500,21.4,22.2
04-06-2019 0600,21.4,22.2
04-06-2019 0700,21.0,21.6
04-06-2019 0800,21.5,21.7
04-06-2019 0900,21.0,21.5
04-06-2019 1000,21.1,21.3
04-06-2019 1100,20.7,21.2
04-06-2019 1200,20.3,21.3
04-06-2019 1300,20.7,21.7
04-06-2019 1400,21.0,21.9
04-06-2019 1500,21.2,21.7
04-06-2019 1600,22.2,21.7
04-06-2019 1700,23.2,21.8
04-06-2019 1800,24.5,22.2
04-06-2019 1900,24.3,22.6
04-06-2019 2000,24.1,22.9
04-06-2019 2100,23.5,23.4
04-06-2019 2200,23.8,23.3
04-06-2019 2300,23.4,23.4
04-07-2019 0000,22.9,23.3
04-07-2019 0100,23.0,23.3
04-07-2019 0200,22.1,23.0
04-07-2019 0300,22.1,22.7
04-07-2019 0400,22.2,22.6
04-07-2019 0500,22.6,22.7
04-07-2019 0600,22.5,22.4
04-07-2019 0700,22.4,22.3
04-07-2019 0800,21.9,22.3
04-07-2019 0900,21.4,22.4
04-07-2019 1000,21.6,22.2
04-07-2019 1100,21.6,22.2
04-07-2019 1200,21.7,22.1
04-07-2019 1300,21.8,22.2
04-07-2019 1400,17.2,22.1
04-07-2019 1500,18.4,21.9
04-07-2019 1600,18.8,21.4
04-07-2019 1700,20.4,21.8
04-07-2019 1800,21.0,22.2
04-07-2019 1900,23.0,22.6
04-07-2019 2000,25.0,23.4
04-07-2019 2100,25.7,23.7
04-07-2019 2200,24.3,23.9
04-07-2019 2300,24.8,23.9
04-08-2019 0000,24.7,24.1
04-08-2019 0100,24.6,23.8
04-08-2019 0200,23.5,23.7
04-08-2019 0300,23.9,23.7
04-08-2019 0400,23.2,23.7
04-08-2019 0500,22.4,23.6
04-08-2019 0600,21.8,23.5
04-08-2019 0700,21.7,23.2
04-08-2019 0800,21.4,23.1
04-08-2019 0900,21.5,22.7
04-08-2019 1000,21.0,22.5
04-08-2019 1100,19.5,22.5
04-08-2019 1200,18.7,22.3
04-08-2019 1300,18.4,22.1
04-08-2019 1400,20.0,22.0
04-08-2019 1500,21.8,22.1
04-08-2019 1600,22.3,22.4
04-08-2019 1700,22.6,22.9
04-08-2019 1800,22.9,23.4
04-08-2019 1900,23.8,23.9
04-08-2019 2000,25.1,24.3
04-08-2019 2100,26.1,25.0
04-08-2019 2200,24.7,25.6
04-08-2019 2300,24.0,25.4
04-09-2019 0000,24.5,25.4
04-09-2019 0100,24.0,25.1
04-09-2019 0200,23.7,24.8
04-09-2019 0300,22.7,24.6
04-09-2019 0400,21.7,24.5
04-09-2019 0500,21.8,24.0
04-09-2019 0600,22.2,23.6
04-09-2019 0700,21.9,23.4
04-09-2019 0800,21.8,23.1
04-09-2019 0900,21.5,23.1
04-09-2019 1000,21.2,22.8
04-09-2019 1100,21.0,22.7
04-09-2019 1200,20.5,22.7
04-09-2019 1300,21.4,22.6
04-09-2019 1400,22.2,22.7
04-09-2019 1500,22.9,23.0
04-09-2019 1600,25.2,23.4
04-09-2019 1700,26.9,23.8
04-09-2019 1800,28.6,24.2
04-09-2019 1900,27.7,24.6
04-09-2019 2000,29.6,25.0
04-09-2019 2100,28.3,25.2
04-09-2019 2200,28.0,25.5
04-09-2019 2300,25.4,25.6
04-10-2019 0000,24.4,25.5
04-10-2019 0100,23.3,25.3
04-10-2019 0200,23.0,25.1
04-10-2019 0300,22.6,24.8
04-10-2019 0400,22.3,24.6
04-10-2019 0500,22.2,24.4
04-10-2019 0600,22.0,24.2
04-10-2019 0700,21.7,24.1
04-10-2019 0800,21.4,23.9
04-10-2019 0900,21.3,23.8
04-10-2019 1000,21.0,23.8
04-10-2019 1100,21.2,23.7
04-10-2019 1200,21.3,23.6
04-10-2019 1300,21.5,23.4
04-10-2019 1400,22.3,23.3
04-10-2019 1500,23.1,23.4
04-10-2019 1600,23.9,23.7
04-10-2019 1700,24.9,24.1
04-10-2019 1800,25.9,24.6
04-10-2019 1900,26.5,25.2
04-10-2019 2000,25.9,25.6
04-10-2019 2100,25.9,25.8
04-10-2019 2200,25.6,25.8
04-10-2019 2300,24.8,25.5
04-11-2019 0000,23.7,25.2
04-11-2019 0100,22.5,24.8
04-11-2019 0200,22.2,24.5
04-11-2019 0300,22.1,24.1
04-11-2019 0400,21.8,23.8
04-11-2019 0500,21.7,23.6
04-11-2019 0600,21.5,23.3
04-11-2019 0700,21.4,23.1
04-11-2019 0800,21.4,22.9
04-11-2019 0900,21.3,22.8
04-11-2019 1000,21.3,22.7
04-11-2019 1100,21.2,22.7
04-11-2019 1200,21.1,22.6
04-11-2019 1300,21.5,22.6
04-11-2019 1400,22.3,22.7
04-11-2019 1500,22.8,23.0
04-11-2019 1600,24.0,23.4
04-11-2019 1700,24.9,23.9
04-11-2019 1800,24.4,24.4
04-11-2019 1900,24.9,24.6
04-11-2019 2000,25.6,25.0
04-11-2019 2100,26.2,25.3
04-11-2019 2200,25.6,25.7
04-11-2019 2300,24.3,25.9
04-12-2019 0000,23.8,25.6
04-12-2019 0100,22.9,25.4
04-12-2019 0200,22.7,25.3
04-12-2019 0300,22.9,25.1
04-12-2019 0400,22.6,24.7
04-12-2019 0500,22.4,24.6
04-12-2019 0600,22.0,24.5
04-12-2019 0700,21.9,24.3
04-12-2019 0800,21.8,24.4
04-12-2019 0900,21.6,24.3
04-12-2019 1000,21.3,24.3
04-12-2019 1100,21.4,24.3
04-12-2019 1200,21.6,24.2
04-12-2019 1300,21.3,24.1
04-12-2019 1400,20.6,24.2
04-12-2019 1500,21.1,24.2
04-12-2019 1600,21.3,24.2
04-12-2019 1700,21.5,24.3
04-12-2019 1800,21.5,24.2
04-12-2019 1900,21.4,24.2
04-12-2019 2000,21.6,24.3
04-12-2019 2100,21.6,24.4
04-12-2019 2200,22.2,24.5
04-12-2019 2300,22.1,24.6
04-13-2019 0000,22.6,24.6
04-13-2019 0100,22.5,24.6
04-13-2019 0200,22.6,24.4
04-13-2019 0300,22.3,24.4
04-13-2019 0400,22.4,24.3
04-13-2019 0500,22.5,24.3
04-13-2019 0600,22.4,24.3
04-13-2019 0700,22.3,24.2
04-13-2019 0800,22.2,24.1
04-13-2019 0900,22.3,24.0
04-13-2019 1000,22.1,23.9
04-13-2019 1100,22.3,23.8
04-13-2019 1200,22.4,23.8
04-13-2019 1300,22.3,23.8
04-13-2019 1400,22.5,23.8
04-13-2019 1500,23.5,23.9
04-13-2019 1600,24.7,24.2
04-13-2019 1700,26.3,24.6
04-13-2019 1800,28.2,25.1
04-13-2019 1900,27.6,24.9
04-13-2019 2000,27.6,24.9
04-13-2019 2100,27.4,25.3
04-13-2019 2200,27.3,25.4
04-13-2019 2300,27.1,25.2
04-14-2019 0000,25.9,24.9
04-14-2019 0100,25.0,24.4
04-14-2019 0200,23.7,24.1
04-14-2019 0300,22.6,24.0
04-14-2019 0400,20.8,23.9
04-14-2019 0500,19.7,23.8
04-14-2019 0600,18.1,23.5
04-14-2019 0700,16.3,23.1
04-14-2019 0800,15.7,22.5
04-14-2019 0900,14.9,22.2
04-14-2019 1000,14.1,22.1
04-14-2019 1100,13.6,21.6
04-14-2019 1200,12.4,21.4
04-14-2019 1300,12.4,20.7
04-14-2019 1400,12.8,20.6
04-14-2019 1500,13.2,20.1
04-14-2019 1600,14.4,20.1
04-14-2019 1700,15.3,20.7
04-14-2019 1800,16.4,21.2
04-14-2019 1900,17.8,21.6
04-14-2019 2000,19.4,22.1
04-14-2019 2100,20.5,22.7
04-14-2019 2200,21.5,23.1
04-14-2019 2300,22.1,22.7
04-15-2019 0000,20.0,22.7
04-15-2019 0100,19.1,22.4
04-15-2019 0200,19.0,22.1
04-15-2019 0300,19.2,21.8
04-15-2019 0400,19.1,21.4
04-15-2019 0500,19.2,21.1
04-15-2019 0600,19.4,20.9
04-15-2019 0700,19.5,20.8
04-15-2019 0800,19.5,20.6
04-15-2019 0900,19.5,20.4
04-15-2019 1000,19.1,20.4
04-15-2019 1100,19.0,20.2
04-15-2019 1200,18.8,19.9
04-15-2019 1300,19.4,20.0
04-15-2019 1400,20.0,20.2
04-15-2019 1500,20.8,20.6
04-15-2019 1600,20.9,21.1
04-15-2019 1700,21.5,21.4
04-15-2019 1800,22.3,21.9
04-15-2019 1900,22.3,22.5
04-15-2019 2000,22.7,23.0
04-15-2019 2100,22.3,23.4
04-15-2019 2200,22.5,23.6
04-15-2019 2300,22.2,23.6
04-16-2019 0000,22.0,23.5
04-16-2019 0100,21.7,23.2
04-16-2019 0200,21.7,22.9
04-16-2019 0300,21.7,22.8
04-16-2019 0400,21.6,22.6
04-16-2019 0500,21.6,22.5
04-16-2019 0600,21.4,22.4
04-16-2019 0700,21.4,22.4
04-16-2019 0800,21.3,22.4
04-16-2019 0900,21.3,22.4
04-16-2019 1000,21.3,22.3
04-16-2019 1100,21.4,22.2
04-16-2019 1200,21.4,22.0
04-16-2019 1300,21.7,21.8
04-16-2019 1400,22.1,21.8
04-16-2019 1500,22.8,21.9
04-16-2019 1600,22.9,22.1
04-16-2019 1700,23.1,22.5
04-16-2019 1800,23.5,23.0
04-16-2019 1900,23.8,23.5
04-16-2019 2000,23.4,24.0
04-16-2019 2100,23.9,24.2
04-16-2019 2200,23.3,24.5
04-16-2019 2300,23.3,24.4
04-17-2019 0000,22.7,24.3
04-17-2019 0100,22.5,24.1
04-17-2019 0200,22.5,24.0
04-17-2019 0300,22.7,23.9
04-17-2019 0400,22.6,24.0
04-17-2019 0500,22.6,23.7
04-17-2019 0600,22.9,23.9
04-17-2019 0700,22.5,23.7
04-17-2019 0800,22.8,23.8
04-17-2019 0900,22.9,23.7
04-17-2019 1000,22.9,23.5
04-17-2019 1100,22.7,23.6
04-17-2019 1200,22.6,23.5
04-17-2019 1300,22.7,23.5
04-17-2019 1400,23.0,23.5
04-17-2019 1500,23.6,23.5
04-17-2019 1600,23.5,23.7
04-17-2019 1700,23.8,23.9
04-17-2019 1800,23.8,24.1
04-17-2019 1900,23.9,24.2
04-17-2019 2000,24.2,24.3
04-17-2019 2100,23.7,24.5
04-17-2019 2200,23.1,24.6
04-17-2019 2300,23.3,24.3
04-18-2019 0000,23.4,24.5
04-18-2019 0100,23.2,24.4
04-18-2019 0200,23.3,24.4
04-18-2019 0300,23.3,24.3
04-18-2019 0400,23.8,24.1
04-18-2019 0500,23.9,24.1
04-18-2019 0600,23.7,24.0
04-18-2019 0700,23.4,24.0
04-18-2019 0800,23.2,23.9
04-18-2019 0900,23.8,23.8
04-18-2019 1000,23.8,23.8
04-18-2019 1100,23.0,23.8
04-18-2019 1200,16.7,23.3
04-18-2019 1300,18.7,22.9
04-18-2019 1400,19.9,22.8
04-18-2019 1500,19.7,23.0
04-18-2019 1600,20.6,23.4
04-18-2019 1700,21.4,24.0
04-18-2019 1800,23.2,24.2
04-18-2019 1900,23.9,24.2
04-18-2019 2000,25.0,24.4
04-18-2019 2100,25.3,24.5
04-18-2019 2200,25.5,24.7
04-18-2019 2300,24.4,24.7
04-19-2019 0000,24.5,24.5
04-19-2019 0100,24.8,24.3
04-19-2019 0200,24.2,24.1
04-19-2019 0300,23.7,23.9
04-19-2019 0400,23.1,23.8
04-19-2019 0500,23.2,23.7
04-19-2019 0600,22.5,23.4
04-19-2019 0700,21.5,23.2
04-19-2019 0800,19.8,23.3
04-19-2019 0900,19.5,23.3
04-19-2019 1000,19.0,23.2
04-19-2019 1100,19.9,23.0
04-19-2019 1200,20.3,22.6
04-19-2019 1300,20.5,22.5
04-19-2019 1400,20.2,22.8
04-19-2019 1500,20.5,23.0
04-19-2019 1600,21.2,23.2
04-19-2019 1700,21.7,23.4
04-19-2019 1800,22.6,23.7
04-19-2019 1900,23.3,24.0
04-19-2019 2000,23.9,24.2
04-19-2019 2100,24.5,24.4
04-19-2019 2200,25.1,24.4
04-19-2019 2300,25.1,24.2
04-20-2019 0000,25.0,24.2
04-20-2019 0100,24.2,24.1
04-20-2019 0200,23.2,24.0
04-20-2019 0300,22.8,23.8
04-20-2019 0400,22.2,23.6
04-20-2019 0500,21.7,23.2
04-20-2019 0600,20.9,23.1
04-20-2019 0700,21.1,23.1
04-20-2019 0800,20.4,23.1
04-20-2019 0900,20.5,23.0
04-20-2019 1000,20.0,22.9
04-20-2019 1100,20.2,22.8
04-20-2019 1200,19.3,22.7
04-20-2019 1300,19.9,22.6
04-20-2019 1400,21.1,22.6
04-20-2019 1500,21.7,22.9
04-20-2019 1600,21.9,23.1
04-20-2019 1700,22.2,23.6
04-20-2019 1800,22.3,23.9
04-20-2019 1900,22.8,24.4
04-20-2019 2000,22.9,24.9
04-20-2019 2100,22.9,25.2
04-20-2019 2200,22.9,25.3
04-20-2019 2300,22.9,25.3
04-21-2019 0000,22.5,25.1
04-21-2019 0100,22.2,24.7
04-21-2019 0200,22.1,24.4
04-21-2019 0300,22.0,24.1
04-21-2019 0400,22.0,23.7
04-21-2019 0500,21.8,23.5
04-21-2019 0600,21.8,23.2
04-21-2019 0700,21.9,23.1
04-21-2019 0800,21.8,23.0
04-21-2019 0900,21.8,23.0
04-21-2019 1000,21.7,23.0
04-21-2019 1100,21.6,22.9
04-21-2019 1200,21.8,22.7
04-21-2019 1300,22.3,22.5
04-21-2019 1400,22.7,22.4
04-21-2019 1500,23.2,22.6
04-21-2019 1600,23.6,23.0
04-21-2019 1700,23.6,23.4
04-21-2019 1800,23.9,24.0
04-21-2019 1900,23.9,24.5
04-21-2019 2000,24.0,24.9
04-21-2019 2100,23.8,25.2
04-21-2019 2200,23.8,25.4
04-21-2019 2300,23.5,25.4
04-22-2019 0000,23.3,25.1
04-22-2019 0100,23.0,24.9
04-22-2019 0200,22.9,24.6
04-22-2019 0300,22.8,24.4
04-22-2019 0400,22.7,24.3
04-22-2019 0500,22.6,24.1
04-22-2019 0600,22.5,23.9
04-22-2019 0700,22.4,23.8
04-22-2019 0800,22.3,23.7
04-22-2019 0900,22.3,23.6
04-22-2019 1000,22.2,23.5
04-22-2019 1100,22.1,23.4
04-22-2019 1200,22.1,23.3
04-22-2019 1300,22.4,23.2
04-22-2019 1400,22.8,23.3
04-22-2019 1500,23.3,23.5
04-22-2019 1600,23.3,23.8
04-22-2019 1700,23.6,24.0
04-22-2019 1800,23.5,24.4
04-22-2019 1900,23.6,24.9
04-22-2019 2000,23.3,25.2
04-22-2019 2100,24.1,25.3
04-22-2019 2200,23.6,25.6
04-22-2019 2300,23.2,25.6
04-23-2019 0000,23.0,26.3
04-23-2019 0100,22.9,26.5
04-23-2019 0200,22.9,26.5
04-23-2019 0300,22.9,26.3
04-23-2019 0400,23.0,25.9
04-23-2019 0500,22.9,25.4
04-23-2019 0600,22.9,25.0
04-23-2019 0700,22.9,24.8
04-23-2019 0800,22.9,24.7
04-23-2019 0900,22.7,24.5
04-23-2019 1000,22.6,24.3
04-23-2019 1100,22.7,24.1
04-23-2019 1200,22.7,23.9
04-23-2019 1300,22.8,23.7
04-23-2019 1400,23.1,23.8
04-23-2019 1500,23.7,24.0
04-23-2019 1600,23.5,24.3
04-23-2019 1700,23.8,24.6
04-23-2019 1800,23.7,24.9
04-23-2019 1900,24.4,25.2
04-23-2019 2000,24.1,25.5
04-23-2019 2100,23.4,25.4
04-23-2019 2200,23.5,25.8
04-23-2019 2300,23.7,26.8
04-24-2019 0000,23.4,26.5
04-24-2019 0100,23.3,26.2
04-24-2019 0200,23.1,25.7
04-24-2019 0300,22.9,25.3
04-24-2019 0400,23.0,25.1
04-24-2019 0500,22.9,25.0
04-24-2019 0600,23.0,25.0
04-24-2019 0700,22.9,24.9
04-24-2019 0800,23.2,24.9
04-24-2019 0900,23.0,24.6
04-24-2019 1000,23.0,24.6
04-24-2019 1100,23.1,24.4
04-24-2019 1200,23.1,24.2
04-24-2019 1300,23.1,24.1
04-24-2019 1400,23.2,24.0
04-24-2019 1500,23.4,23.9
04-24-2019 1600,23.6,24.4
04-24-2019 1700,23.6,25.0
04-24-2019 1800,24.4,25.5
04-24-2019 1900,24.4,25.7
04-24-2019 2000,24.5,26.2
04-24-2019 2100,24.2,26.7
04-24-2019 2200,24.1,26.7
04-24-2019 2300,24.3,26.4
04-25-2019 0000,24.1,26.4
04-25-2019 0100,23.8,26.1
04-25-2019 0200,23.8,25.9
04-25-2019 0300,24.0,26.1
04-25-2019 0400,23.9,26.5
04-25-2019 0500,21.1,26.0
04-25-2019 0600,21.7,25.5
04-25-2019 0700,20.5,25.4
04-25-2019 0800,19.8,25.1
04-25-2019 0900,19.5,25.0
04-25-2019 1000,19.5,24.7
04-25-2019 1100,19.3,24.5
04-25-2019 1200,19.4,24.3
04-25-2019 1300,19.5,24.2
04-25-2019 1400,19.9,24.2
04-25-2019 1500,20.2,24.4
04-25-2019 1600,21.0,24.6
04-25-2019 1700,22.0,25.4
04-25-2019 1800,23.6,26.0
04-25-2019 1900,25.5,26.2
04-25-2019 2000,27.0,26.9
